OBJECTID,Call_Taken,Customer,Location,Latitude,Longitude,Ward,Neighborho,Community,Tow_Zone,Day,Snow_Emerg
711,01/01/2020 08:30am,Snow Emergency,"223 14TH ST W,Minneapolis,MN",44.968655,-93.281181,7,Loring Park,Central,1,3,Kasota
712,01/01/2020 08:31am,Snow Emergency,"513 LYNDALE PL,Minneapolis,MN",44.98339,-93.28892,5,Sumner - Glenwood,Near North,4,3,Kasota
713,01/01/2020 08:34am,Snow Emergency,"1825 Bryant Ave South,Minneapolis,MN",44.965156,-93.290385,7,Lowry Hill,Calhoun Isle,4,3,Kasota
714,01/01/2020 08:35am,Snow Emergency,"225 14TH ST W,Minneapolis,MN",44.968655,-93.281194,7,Loring Park,Central,1,3,Kasota
715,01/01/2020 08:35am,Snow Emergency,"827 Lyndale Pl,Minneapolis,MN",44.986841,-93.289748,5,Sumner - Glenwood,Near North,6,3,Kasota
716,01/01/2020 08:36am,Snow Emergency,"2515 Vincent ave n ,Minneapolis,MN",45.005218,-93.316025,5,Willard - Hay,Near North,4,3,Kasota
717,01/01/2020 08:37am,Snow Emergency,"1829 BRYANT AVE S ,Minneapolis,MN",44.965139,-93.290385,7,Lowry Hill,Calhoun Isle,3,3,Kasota
718,01/01/2020 08:39am,Snow Emergency,"1827 Bryant Ave S,Minneapolis,MN",44.965148,-93.290385,7,Lowry Hill,Calhoun Isle,4,3,Kasota
719,01/01/2020 08:40am,Snow Emergency,"509 LYNDALE PL,Minneapolis,MN",44.98318,-93.28893,5,Sumner - Glenwood,Near North,1,3,Kasota
720,01/01/2020 08:40am,Snow Emergency,"4251 14th Avenue South,Minneapolis,MN",44.92525,-93.25455,8,Northrop,Nokomis,6,3,Kasota
721,01/01/2020 08:42am,Snow Emergency,"2751 Vincent ave n ,Minneapolis,MN",45.008346,-93.316025,4,Willard - Hay,Near North,6,3,Kasota
722,01/01/2020 08:42am,Snow Emergency,"4249 14th ave ,Minneapolis,MN",44.92534,-93.25455,8,Northrop,Nokomis,2,3,Kasota
723,01/01/2020 08:43am,Snow Emergency,"523 2nd Avenue se,Minneapolis,MN",44.989032,-93.251453,3,Marcy Holmes,University,4,3,Kasota
724,01/01/2020 08:43am,Snow Emergency,"829 lyndale pl,Minneapolis,MN",44.98678,-93.29017,5,Sumner - Glenwood,Near North,3,3,Kasota
725,01/01/2020 08:44am,Snow Emergency,"3915 25th ave s,Minneapolis,MN",44.931748,-93.235785,12,Standish,Powderhorn,5,3,Kasota
726,01/01/2020 08:46am,Snow Emergency,"831 Lyndale Pl,Minneapolis,MN",44.986573,-93.289648,5,Sumner - Glenwood,Near North,1,3,Kasota
727,01/01/2020 08:46am,Snow Emergency,"527 2nd Avenue se ,Minneapolis,MN",44.98904,-93.25165,3,Marcy Holmes,University,6,3,Kasota
728,01/01/2020 08:47am,Snow Emergency,"3043 James ave s,Minneapolis,MN",44.947585,-93.303158,10,ECCO,Calhoun Isle,1,3,Kasota
729,01/01/2020 08:49am,Snow Emergency,"317 3rd ave ne,Minneapolis,MN",44.99151,-93.25758,3,St. Anthony West,Northeast,4,3,Kasota
730,01/01/2020 08:51am,Snow Emergency,"213 3rd ave ne,Minneapolis,MN",44.9909,-93.25934,3,St. Anthony West,Northeast,5,3,Kasota
731,01/01/2020 08:53am,Snow Emergency,"2427 3rd St N,Minneapolis,MN",45.004031,-93.283525,5,Hawthorne,Near North,6,3,Kasota
732,01/01/2020 08:54am,Snow Emergency,"747 lyndale pl,Minneapolis,MN",44.986011,-93.289431,5,Sumner - Glenwood,Near North,5,3,Kasota
733,01/01/2020 08:54am,Snow Emergency,"1805 colfax Ave s ,Minneapolis,MN",44.965106,-93.291645,7,Lowry Hill,Calhoun Isle,1,3,Kasota
734,01/01/2020 08:56am,Snow Emergency,"1905 Colfax Ave South,Minneapolis,MN",44.963942,-93.291655,7,Lowry Hill,Calhoun Isle,1,3,Kasota
735,01/01/2020 08:57am,Snow Emergency,"3953 14th Avenue South,Minneapolis,MN",44.93076,-93.25457,8,Bancroft,Powderhorn,1,3,Kasota
736,01/01/2020 08:57am,Snow Emergency,"2603 3rd St N,Minneapolis,MN",45.00605,-93.283515,5,Hawthorne,Near North,6,3,Kasota
737,01/01/2020 08:59am,Snow Emergency,"2325 3rd st n,Minneapolis,MN",45.002902,-93.283515,5,Hawthorne,Near North,4,3,Kasota
738,01/01/2020 09:01am,Snow Emergency,"507 3Rd Ave Ne,Minneapolis,MN",44.992365,-93.255207,3,St. Anthony East,Northeast,4,3,Kasota
739,01/01/2020 09:02am,Snow Emergency,"301 3RD AVE SE,Minneapolis,MN",44.98574,-93.25212,3,Marcy Holmes,University,3,3,Kasota
740,01/01/2020 09:03am,Snow Emergency,"2511 3rd street n,Minneapolis,MN",45.00518,-93.2838,5,Hawthorne,Near North,5,3,Kasota
741,01/01/2020 09:03am,Snow Emergency,"4453 14th ave s,Minneapolis,MN",44.92165,-93.25457,11,Northrop,Nokomis,3,3,Kasota
742,01/01/2020 09:04am,Snow Emergency,"319 3rd ave se,Minneapolis,MN",44.98592,-93.25197,3,Marcy Holmes,University,1,3,Kasota
743,01/01/2020 09:04am,Snow Emergency,"933 3Rd Ave Ne,Minneapolis,MN",44.99441,-93.25025,3,St. Anthony East,Northeast,5,3,Kasota
744,01/01/2020 09:04am,Snow Emergency,"3545 14th ave s,Minneapolis,MN",44.93793,-93.25458,9,Powderhorn Park,Powderhorn,3,3,Kasota
745,01/01/2020 09:04am,Snow Emergency,"723 5 AVE SE ,Minneapolis,MN",44.989237,-93.245485,3,Marcy Holmes,University,4,3,Kasota
746,01/01/2020 09:07am,Snow Emergency,"4103 14th ave s,Minneapolis,MN",44.928444,-93.254731,8,Bancroft,Powderhorn,4,3,Kasota
747,01/01/2020 09:07am,Snow Emergency,"2207 3rd st n,Minneapolis,MN",45.00175,-93.28368,5,Hawthorne,Near North,1,3,Kasota
748,01/01/2020 09:08am,Snow Emergency,"4105 14th ave so,Minneapolis,MN",44.92844,-93.25456,8,Bancroft,Powderhorn,3,3,Kasota
749,01/01/2020 09:10am,Snow Emergency,"1915 colfax Ave s ,Minneapolis,MN",44.96385,-93.29143,7,Lowry Hill,Calhoun Isle,3,3,Kasota
750,01/01/2020 09:11am,Snow Emergency,"2715 Vincent ave n ,Minneapolis,MN",45.008069,-93.316025,4,Willard - Hay,Near North,3,3,Kasota
751,01/01/2020 09:12am,Snow Emergency,"1813 Colfax Ave South,Minneapolis,MN",44.9649,-93.291645,7,Lowry Hill,Calhoun Isle,1,3,Kasota
752,01/01/2020 09:15am,Snow Emergency,"1783 COLFAX AVE S,Minneapolis,MN",44.96575,-93.29141,7,Lowry Hill,Calhoun Isle,3,3,Kasota
753,01/01/2020 09:16am,Snow Emergency,"3003 James ave s,Minneapolis,MN",44.948169,-93.30315,10,ECCO,Calhoun Isle,4,3,Kasota
754,01/01/2020 09:16am,Snow Emergency,"1807 Vincent ave n ,Minneapolis,MN",44.998061,-93.316035,5,Willard - Hay,Near North,3,3,Kasota
755,01/01/2020 09:17am,Snow Emergency,"3927 14th av s,Minneapolis,MN",44.93153,-93.25457,8,Bancroft,Powderhorn,4,3,Kasota
756,01/01/2020 09:18am,Snow Emergency,"513 3rd ave ne,Minneapolis,MN",44.992512,-93.254886,3,St. Anthony East,Northeast,6,3,Kasota
757,01/01/2020 09:20am,Snow Emergency,"327 4th ave ne,Minneapolis,MN",44.992598,-93.258929,3,St. Anthony West,Northeast,4,3,Kasota
758,01/01/2020 09:21am,Snow Emergency,"227 14TH ST W,Minneapolis,MN",44.968655,-93.281206,7,Loring Park,Central,6,3,Kasota
759,01/01/2020 09:21am,Snow Emergency,"4049 14th av 2,Minneapolis,MN",44.929631,-93.254734,8,Bancroft,Powderhorn,4,3,Kasota
760,01/01/2020 09:21am,Snow Emergency,"2711 4th St N,Minneapolis,MN",45.007386,-93.285045,5,Hawthorne,Near North,3,3,Kasota
761,01/01/2020 09:22am,Snow Emergency,"1903 DUPONT AVE S ,Minneapolis,MN",44.964134,-93.292925,7,Lowry Hill,Calhoun Isle,1,3,Kasota
762,01/01/2020 09:24am,Snow Emergency,"739 lyndale place,Minneapolis,MN",44.985956,-93.289414,5,Sumner - Glenwood,Near North,4,3,Kasota
763,01/01/2020 09:24am,Snow Emergency,"117 14TH ST W,Minneapolis,MN",44.968637,-93.279684,7,Loring Park,Central,6,3,Kasota
764,01/01/2020 09:24am,Snow Emergency,"2709 4th St N,Minneapolis,MN",45.007367,-93.285045,5,Hawthorne,Near North,6,3,Kasota
765,01/01/2020 09:25am,Snow Emergency,"725 Aldrich Ave N,Minneapolis,MN",44.985475,-93.29016,5,Sumner - Glenwood,Near North,1,3,Kasota
766,01/01/2020 09:27am,Snow Emergency,"3817 Longfellow ave s,Minneapolis,MN",44.9334,-93.24568,12,Standish,Powderhorn,3,3,Kasota
767,01/01/2020 09:27am,Snow Emergency,"1805 Bryant Ave S,Minneapolis,MN",44.965244,-93.290385,7,Lowry Hill,Calhoun Isle,1,3,Kasota
768,01/01/2020 09:27am,Snow Emergency,"1623 2ND AVE N,Minneapolis,MN",44.978809,-93.301581,5,Harrison,Near North,1,3,Kasota
769,01/01/2020 09:28am,Snow Emergency,"1929 Dupont Ave South,Minneapolis,MN",44.96331,-93.2927,7,Lowry Hill,Calhoun Isle,6,3,Kasota
770,01/01/2020 09:28am,Snow Emergency,"329 4TH AVE SE,Minneapolis,MN",44.985873,-93.250292,3,Marcy Holmes,University,1,3,Kasota
771,01/01/2020 09:30am,Snow Emergency,"1033 aldrich ave n,Minneapolis,MN",44.98914,-93.28963,5,Near - North,Near North,3,3,Kasota
772,01/01/2020 09:31am,Snow Emergency,"519 5TH AVE SE,Minneapolis,MN",44.98708,-93.24736,3,Marcy Holmes,University,3,3,Kasota
773,01/01/2020 09:32am,Snow Emergency,"603 5th Avenue se ,Minneapolis,MN",44.987704,-93.246715,3,Marcy Holmes,University,5,3,Kasota
774,01/01/2020 09:33am,Snow Emergency,"2503 4th st n,Minneapolis,MN",45.00498,-93.285055,5,Hawthorne,Near North,1,3,Kasota
775,01/01/2020 09:33am,Snow Emergency,"3011 James Ave S,Minneapolis,MN",44.94792,-93.303154,10,ECCO,Calhoun Isle,5,3,Kasota
776,01/01/2020 09:34am,Snow Emergency,"253 6Th St Ne,Minneapolis,MN",44.992323,-93.25382,3,St. Anthony East,Northeast,3,3,Kasota
777,01/01/2020 09:35am,Snow Emergency,"3531 13th,Minneapolis,MN",44.93839,-93.25584,9,Powderhorn Park,Powderhorn,5,3,Kasota
778,01/01/2020 09:35am,Snow Emergency,"735 Lyndale pl ,Minneapolis,MN",44.985928,-93.289406,5,Sumner - Glenwood,Near North,5,3,Kasota
779,01/01/2020 09:36am,Snow Emergency,"521 4th av se,Minneapolis,MN",44.9879,-93.24886,3,Marcy Holmes,University,3,3,Kasota
780,01/01/2020 09:36am,Snow Emergency,"149 5th ave ne,Minneapolis,MN",44.992928,-93.262575,3,St. Anthony West,Northeast,4,3,Kasota
781,01/01/2020 09:37am,Snow Emergency,"3547 13th,Minneapolis,MN",44.9379,-93.25593,9,Powderhorn Park,Powderhorn,3,3,Kasota
782,01/01/2020 09:37am,Snow Emergency,"621 5th Avenue se ,Minneapolis,MN",44.98822,-93.2466,3,Marcy Holmes,University,4,3,Kasota
783,01/01/2020 09:38am,Snow Emergency,"3013 James Ave S ,Minneapolis,MN",44.94781,-93.30303,10,ECCO,Calhoun Isle,1,3,Kasota
784,01/01/2020 09:38am,Snow Emergency,"745 Aldrich Ave N,Minneapolis,MN",44.98593,-93.29119,5,Sumner - Glenwood,Near North,3,3,Kasota
785,01/01/2020 09:38am,Snow Emergency,"1039 aldrich ave n ,Minneapolis,MN",44.98914,-93.28963,5,Near - North,Near North,1,3,Kasota
786,01/01/2020 09:39am,Snow Emergency,"623 5th ave se,Minneapolis,MN",44.98824,-93.246294,3,Marcy Holmes,University,1,3,Kasota
787,01/01/2020 09:39am,Snow Emergency,"521 3Rd Ave Ne,Minneapolis,MN",44.992759,-93.254296,3,St. Anthony East,Northeast,6,3,Kasota
788,01/01/2020 09:39am,Snow Emergency,"1915 DUPONT AVE S ,Minneapolis,MN",44.963696,-93.292925,7,Lowry Hill,Calhoun Isle,4,3,Kasota
789,01/01/2020 09:39am,Snow Emergency,"3509 longfellow ave s,Minneapolis,MN",44.93911,-93.24571,9,Corcoran,Powderhorn,1,3,Kasota
790,01/01/2020 09:39am,Snow Emergency,"2101 2ND AVE N,Minneapolis,MN",44.97869,-93.3073,5,Harrison,Near North,3,3,Kasota
791,01/01/2020 09:42am,Snow Emergency,"137 5th ave ne,Minneapolis,MN",44.992869,-93.262736,3,St. Anthony West,Northeast,3,3,Kasota
792,01/01/2020 09:43am,Snow Emergency,"317 4th ave se,Minneapolis,MN",44.985835,-93.250324,3,Marcy Holmes,University,1,3,Kasota
793,01/01/2020 09:46am,Snow Emergency,"3521 Longfellow Avenue South,Minneapolis,MN",44.9387,-93.2457,9,Corcoran,Powderhorn,4,3,Kasota
794,01/01/2020 09:46am,Snow Emergency,"3539 13th Avenue s,Minneapolis,MN",44.938128,-93.256065,9,Powderhorn Park,Powderhorn,2,3,Kasota
795,01/01/2020 09:48am,Snow Emergency,"1919 Dupont Ave South,Minneapolis,MN",44.96369,-93.29269,7,Lowry Hill,Calhoun Isle,3,3,Kasota
796,01/01/2020 09:50am,Snow Emergency,"627 Vincent ave n ,Minneapolis,MN",44.98517,-93.31636,5,Willard - Hay,Near North,5,3,Kasota
797,01/01/2020 09:50am,Snow Emergency,"325 4TH AVE SE,Minneapolis,MN",44.985861,-93.250303,3,Marcy Holmes,University,1,3,Kasota
798,01/01/2020 09:52am,Snow Emergency,"1011 Vincent ave n ,Minneapolis,MN",44.98827,-93.31627,5,Willard - Hay,Near North,1,3,Kasota
799,01/01/2020 09:52am,Snow Emergency,"2505 4th st n ,Minneapolis,MN",45.00504,-93.285055,5,Hawthorne,Near North,6,3,Kasota
800,01/01/2020 09:52am,Snow Emergency,"2121 2ND AVE N,Minneapolis,MN",44.978785,-93.308074,5,Harrison,Near North,5,3,Kasota
801,01/01/2020 09:53am,Snow Emergency,"311 5TH AVE SE,Minneapolis,MN",44.98501,-93.24898,3,Marcy Holmes,University,3,3,Kasota
802,01/01/2020 09:54am,Snow Emergency,"1041 Aldrich Ave N,Minneapolis,MN",44.989357,-93.289689,5,Near - North,Near North,5,3,Kasota
803,01/01/2020 09:55am,Snow Emergency,"417 oak grove st ,Minneapolis,MN",44.967417,-93.285332,7,Loring Park,Central,3,3,Kasota
804,01/01/2020 09:56am,Snow Emergency,"3543 4th St N,Minneapolis,MN",45.01973,-93.2854,4,McKinley,Camden,4,3,Kasota
805,01/01/2020 09:56am,Snow Emergency,"1403 40th Street East,Minneapolis,MN",44.930395,-93.254704,8,Bancroft,Powderhorn,3,3,Kasota
806,01/01/2020 09:58am,Snow Emergency,"1531 40th st e,Minneapolis,MN",44.93039,-93.25289,8,Bancroft,Powderhorn,1,3,Kasota
807,01/01/2020 10:00am,Snow Emergency,"3415 Longfellow av s,Minneapolis,MN",44.94073,-93.245945,9,Corcoran,Powderhorn,3,3,Kasota
808,01/01/2020 10:00am,Snow Emergency,"509 HUMBOLDT AVE N,Minneapolis,MN",44.982953,-93.298325,5,Harrison,Near North,2,3,Kasota
809,01/01/2020 10:02am,Snow Emergency,"3415 Longfellow av s,Minneapolis,MN",44.94073,-93.245945,9,Corcoran,Powderhorn,3,3,Kasota
810,01/01/2020 10:03am,Snow Emergency,"2215 6th st n,Minneapolis,MN",45.00197,-93.28689,5,Hawthorne,Near North,4,3,Kasota
811,01/01/2020 10:04am,Snow Emergency,"1831 Bryant Ave S,Minneapolis,MN",44.96513,-93.290385,7,Lowry Hill,Calhoun Isle,3,3,Kasota
812,01/01/2020 10:05am,Snow Emergency,"2101 6th st n,Minneapolis,MN",45.00038,-93.2868,5,Hawthorne,Near North,3,3,Kasota
813,01/01/2020 10:05am,Snow Emergency,"3211 4th St N,Minneapolis,MN",45.01354,-93.28522,4,McKinley,Camden,4,3,Kasota
814,01/01/2020 10:05am,Snow Emergency,"1801 Dupont Ave S,Minneapolis,MN",44.96523,-93.29269,7,Lowry Hill,Calhoun Isle,4,3,Kasota
815,01/01/2020 10:06am,Snow Emergency,"3411 15th Avenue South,Minneapolis,MN",44.94085,-93.25335,9,Powderhorn Park,Powderhorn,5,3,Kasota
816,01/01/2020 10:06am,Snow Emergency,"1523 Upton Ave n ,Minneapolis,MN",44.99492,-93.31496,5,Willard - Hay,Near North,3,3,Kasota
817,01/01/2020 10:07am,Snow Emergency,"337 Oak Grove Street,Minneapolis,MN",44.96702,-93.28452,7,Loring Park,Central,1,3,Kasota
818,01/01/2020 10:08am,Snow Emergency,"3959 13th ave s,Minneapolis,MN",44.93066,-93.25583,8,Bancroft,Powderhorn,1,3,Kasota
819,01/01/2020 10:08am,Snow Emergency,"307 4th av se,Minneapolis,MN",44.985471,-93.250622,3,Marcy Holmes,University,5,3,Kasota
820,01/01/2020 10:08am,Snow Emergency,"335 OAK GROVE ST ,Minneapolis,MN",44.966935,-93.283631,7,Loring Park,Central,4,3,Kasota
821,01/01/2020 10:09am,Snow Emergency,"427 oak grove st ,Minneapolis,MN",44.967598,-93.28582,7,Loring Park,Central,1,3,Kasota
822,01/01/2020 10:10am,Snow Emergency,"1715 37th st e,Minneapolis,MN",44.93574,-93.24913,9,Powderhorn Park,Powderhorn,3,3,Kasota
823,01/01/2020 10:10am,Snow Emergency,"1635 Upton Ave n ,Minneapolis,MN",44.99636,-93.31496,5,Willard - Hay,Near North,3,3,Kasota
824,01/01/2020 10:10am,Snow Emergency,"2517 4th st n ,Minneapolis,MN",45.0054,-93.285055,5,Hawthorne,Near North,1,3,Kasota
825,01/01/2020 10:10am,Snow Emergency,"327 6th ave se,Minneapolis,MN",44.984345,-93.247528,3,Marcy Holmes,University,4,3,Kasota
826,01/01/2020 10:11am,Snow Emergency,"511 HUMBOLDT AVE N,Minneapolis,MN",44.983055,-93.298325,5,Harrison,Near North,4,3,Kasota
827,01/01/2020 10:11am,Snow Emergency,"4307 15th ave s,Minneapolis,MN",44.92481,-93.2533,11,Northrop,Nokomis,2,3,Kasota
828,01/01/2020 10:12am,Snow Emergency,"313 6th ave ne,Minneapolis,MN",44.99484,-93.26031,3,St. Anthony West,Northeast,3,3,Kasota
829,01/01/2020 10:13am,Snow Emergency,"1047 Aldrich Ave N,Minneapolis,MN",44.989462,-93.289689,5,Near - North,Near North,1,3,Kasota
830,01/01/2020 10:14am,Snow Emergency,"311 3rd ave ne,Minneapolis,MN",44.991151,-93.258357,3,St. Anthony West,Northeast,2,3,Kasota
831,01/01/2020 10:14am,Snow Emergency,"519 OAK GROVE ST,Minneapolis,MN",44.96827,-93.28682,7,Loring Park,Central,3,3,Kasota
832,01/01/2020 10:15am,Snow Emergency,"521 5TH AVE SE,Minneapolis,MN",44.98708,-93.24736,3,Marcy Holmes,University,4,3,Kasota
833,01/01/2020 10:16am,Snow Emergency,"315 6th ave ne,Minneapolis,MN",44.994765,-93.260045,3,St. Anthony West,Northeast,4,3,Kasota
834,01/01/2020 10:17am,Snow Emergency,"509 OAK GROVE ST,Minneapolis,MN",44.968491,-93.286345,7,Loring Park,Central,3,3,Kasota
835,01/01/2020 10:18am,Snow Emergency,"715 6th st ne,Minneapolis,MN",44.997679,-93.257519,3,St. Anthony East,Northeast,4,3,Kasota
836,01/01/2020 10:18am,Snow Emergency,"1319 Upton ave n ,Minneapolis,MN",44.99232,-93.31498,5,Willard - Hay,Near North,3,3,Kasota
837,01/01/2020 10:19am,Snow Emergency,"3109 Holmes ave s,Minneapolis,MN",44.94614,-93.29922,10,ECCO,Calhoun Isle,3,3,Kasota
838,01/01/2020 10:20am,Snow Emergency,"3746 longfellow ave s,Minneapolis,MN",44.935041,-93.246195,12,Standish,Powderhorn,6,3,Kasota
839,01/01/2020 10:20am,Snow Emergency,"409 6th ave se,Minneapolis,MN",44.9853,-93.24692,3,Marcy Holmes,University,4,3,Kasota
840,01/01/2020 10:20am,Snow Emergency,"309 6th ave ne,Minneapolis,MN",44.99479,-93.26045,3,St. Anthony West,Northeast,3,3,Kasota
841,01/01/2020 10:20am,Snow Emergency,"1647 Upton ave n ,Minneapolis,MN",44.99675,-93.31496,5,Willard - Hay,Near North,3,3,Kasota
842,01/01/2020 10:22am,Snow Emergency,"703 washington st ne,Minneapolis,MN",44.996956,-93.257385,3,St. Anthony East,Northeast,4,3,Kasota
843,01/01/2020 10:22am,Snow Emergency,"3629 12th Ave S,Minneapolis,MN",44.93664,-93.25707,9,Powderhorn Park,Powderhorn,1,3,Kasota
844,01/01/2020 10:23am,Snow Emergency,"1073 24th Avenue se ,Minneapolis,MN",44.9903,-93.21932,1,Como,University,3,3,Kasota
845,01/01/2020 10:23am,Snow Emergency,"515 HUMBOLDT AVE N,Minneapolis,MN",44.983258,-93.298325,5,Harrison,Near North,4,3,Kasota
846,01/01/2020 10:24am,Snow Emergency,"3637 12th ave,Minneapolis,MN",44.93636,-93.25707,9,Powderhorn Park,Powderhorn,5,3,Kasota
847,01/01/2020 10:25am,Snow Emergency,"523 4th ave se,Minneapolis,MN",44.987843,-93.248714,3,Marcy Holmes,University,3,3,Kasota
848,01/01/2020 10:26am,Snow Emergency,"1157 Bryant Ave N,Minneapolis,MN",44.990306,-93.291221,5,Near - North,Near North,1,3,Kasota
849,01/01/2020 10:26am,Snow Emergency,"1089 24th Avenue se ,Minneapolis,MN",44.99073,-93.21932,1,Como,University,2,3,Kasota
850,01/01/2020 10:27am,Snow Emergency,"415 oak grove st,Minneapolis,MN",44.96725,-93.28545,7,Loring Park,Central,3,3,Kasota
851,01/01/2020 10:28am,Snow Emergency,"141 19th Street East,Minneapolis,MN",44.963805,-93.274945,6,Steven's Square - Loring Heights,Central,2,3,Kasota
852,01/01/2020 10:28am,Snow Emergency,"525 4th ave se,Minneapolis,MN",44.98799,-93.2488,3,Marcy Holmes,University,2,3,Kasota
853,01/01/2020 10:28am,Snow Emergency,"1017 24TH AV SE,Minneapolis,MN",44.98848,-93.21934,1,Como,University,3,3,Kasota
854,01/01/2020 10:29am,Snow Emergency,"131 18TH ST E,Minneapolis,MN",44.965065,-93.274984,6,Steven's Square - Loring Heights,Central,4,3,Kasota
855,01/01/2020 10:30am,Snow Emergency,"3241 Longfellow South,Minneapolis,MN",44.9432,-93.24574,9,Corcoran,Powderhorn,1,3,Kasota
856,01/01/2020 10:31am,Snow Emergency,"311 18th St. E.,Minneapolis,MN",44.965075,-93.272175,6,Steven's Square - Loring Heights,Central,1,3,Kasota
857,01/01/2020 10:33am,Snow Emergency,"2121 6th st n,Minneapolis,MN",45.000904,-93.286605,5,Hawthorne,Near North,6,3,Kasota
858,01/01/2020 10:33am,Snow Emergency,"329 7TH AVE SE,Minneapolis,MN",44.983801,-93.246138,3,Marcy Holmes,University,2,3,Kasota
859,01/01/2020 10:33am,Snow Emergency,"525 Oak Grove St,Minneapolis,MN",44.968588,-93.286465,7,Loring Park,Central,1,3,Kasota
860,01/01/2020 10:33am,Snow Emergency,"3541 4th St N,Minneapolis,MN",45.019636,-93.285115,4,McKinley,Camden,3,3,Kasota
861,01/01/2020 10:34am,Snow Emergency,"3149 15th Avenue South,Minneapolis,MN",44.94512,-93.25341,9,Powderhorn Park,Powderhorn,6,3,Kasota
862,01/01/2020 10:35am,Snow Emergency,"527 Oak Grove St,Minneapolis,MN",44.968601,-93.28648,7,Loring Park,Central,1,3,Kasota
863,01/01/2020 10:36am,Snow Emergency,"517 HUMBOLDT AVE N,Minneapolis,MN",44.98336,-93.298325,5,Harrison,Near North,3,3,Kasota
864,01/01/2020 10:36am,Snow Emergency,"405 7th ave se,Minneapolis,MN",44.98475,-93.24551,3,Marcy Holmes,University,3,3,Kasota
865,01/01/2020 10:39am,Snow Emergency,"3025 6th st n,Minneapolis,MN",45.01147,-93.28685,5,Hawthorne,Near North,3,3,Kasota
866,01/01/2020 10:39am,Snow Emergency,"2327 37th st e,Minneapolis,MN",44.935765,-93.238351,12,Standish,Powderhorn,3,3,Kasota
867,01/01/2020 10:39am,Snow Emergency,"319 6th ave se,Minneapolis,MN",44.98462,-93.24758,3,Marcy Holmes,University,1,3,Kasota
868,01/01/2020 10:40am,Snow Emergency,"1523 Upton Ave n ,Minneapolis,MN",44.99492,-93.31496,5,Willard - Hay,Near North,2,3,Kasota
869,01/01/2020 10:40am,Snow Emergency,"3301 Longfellow av s,Minneapolis,MN",44.94278,-93.24573,9,Corcoran,Powderhorn,2,3,Kasota
870,01/01/2020 10:40am,Snow Emergency,"627 summer st ne,Minneapolis,MN",44.99705,-93.25716,3,St. Anthony East,Northeast,5,3,Kasota
871,01/01/2020 10:42am,Snow Emergency,"2905 4th St N,Minneapolis,MN",45.009678,-93.285035,5,Hawthorne,Near North,3,3,Kasota
872,01/01/2020 10:42am,Snow Emergency,"2931 6th st n,Minneapolis,MN",45.010456,-93.286612,5,Hawthorne,Near North,3,3,Kasota
873,01/01/2020 10:42am,Snow Emergency,"227 7th ave ne,Minneapolis,MN",44.995467,-93.262664,3,St. Anthony West,Northeast,5,3,Kasota
874,01/01/2020 10:43am,Snow Emergency,"3417 Longfellow av s,Minneapolis,MN",44.94071,-93.24572,9,Corcoran,Powderhorn,2,3,Kasota
875,01/01/2020 10:43am,Snow Emergency,"2019 Upton Ave n ,Minneapolis,MN",45.00025,-93.31493,5,Willard - Hay,Near North,5,3,Kasota
876,01/01/2020 10:44am,Snow Emergency,"1801 upton ave n ,Minneapolis,MN",44.99791,-93.31495,5,Willard - Hay,Near North,1,3,Kasota
877,01/01/2020 10:45am,Snow Emergency,"425 6th ave se,Minneapolis,MN",44.985312,-93.246767,3,Marcy Holmes,University,1,3,Kasota
878,01/01/2020 10:46am,Snow Emergency,"3205 Holmes ave s,Minneapolis,MN",44.94441,-93.29923,10,ECCO,Calhoun Isle,5,3,Kasota
879,01/01/2020 10:46am,Snow Emergency,"3125 Longfellow,Minneapolis,MN",44.9456,-93.24576,9,Corcoran,Powderhorn,5,3,Kasota
880,01/01/2020 10:46am,Snow Emergency,"309 18th St. E.,Minneapolis,MN",44.965075,-93.27225,6,Steven's Square - Loring Heights,Central,6,3,Kasota
881,01/01/2020 10:46am,Snow Emergency,"309 18th St. E.,Minneapolis,MN",44.965075,-93.27225,6,Steven's Square - Loring Heights,Central,1,3,Kasota
882,01/01/2020 10:46am,Snow Emergency,"217 18th Street East,Minneapolis,MN",44.965075,-93.273704,6,Steven's Square - Loring Heights,Central,4,3,Kasota
883,01/01/2020 10:47am,Snow Emergency,"3113 Longfellow ave s,Minneapolis,MN",44.94599,-93.24576,9,Corcoran,Powderhorn,1,3,Kasota
884,01/01/2020 10:48am,Snow Emergency,"111 5th st ne,Minneapolis,MN",44.990301,-93.254214,3,Nicollet Island - East Bank,University,2,3,Kasota
885,01/01/2020 10:48am,Snow Emergency,"2351 upton ave n ,Minneapolis,MN",45.00386,-93.31503,5,Willard - Hay,Near North,1,3,Kasota
886,01/01/2020 10:49am,Snow Emergency,"427 6th ave se,Minneapolis,MN",44.985328,-93.246755,3,Marcy Holmes,University,3,3,Kasota
887,01/01/2020 10:49am,Snow Emergency,"413 oak grove st ,Minneapolis,MN",44.967406,-93.285285,7,Loring Park,Central,4,3,Kasota
888,01/01/2020 10:49am,Snow Emergency,"131 19TH ST E ,Minneapolis,MN",44.963804,-93.275513,6,Steven's Square - Loring Heights,Central,2,3,Kasota
889,01/01/2020 10:50am,Snow Emergency,"3141 Longfellow,Minneapolis,MN",44.94504,-93.24576,9,Corcoran,Powderhorn,6,3,Kasota
