X,Y,FID,Snow_Emerg,Snow_Eme_1,Snow_Eme_2,Citation_N,Date,Address,Latitude,Longitude,Ordinance,Ordinanc_1,Ward,Neighborho,Community,Day,Tow_Zone,F16,F17,F18,F19,F20,F21,F22,F23,F24,F25,F26,F27,F28,F29,F30,F31,F32,F33,F34,F35,F36,F37,F38,F39,F40,F41,F42,F43,F44,F45,F46,F47,F48,F49,F50,F51,F52,F53,F54,F55,F56
-10383974.7190129,5616606.77307393,85,Omega,2024-2025,2,271125334000,2025/02/10 00:00:00+00,1369 SPRUCE PLACE,44.968773,-93.280832,478.1000(C),Snow emergency parking restrictions - odd number address,4,Loring Park,Central,3,3,, , , , , , , , , , , ,,, , , , , , , , , ,, , , , , , , , , , , , , , , ,,
-10383976.1661663,5616404.11653174,86,Omega,2024-2025,2,271125334000,2025/02/10 00:00:00+00,1501 SPRUCE PLACE,44.967485,-93.280845,478.1000(C),Snow emergency parking restrictions - odd number address,4,Loring Park,Central,3,3,, , , , , , , , , , , ,,, , , , , , , , , ,, , , , , , , , , , , , , , , ,,
-10383971.9360256,5616383.50497999,87,Omega,2024-2025,2,271125334000,2025/02/10 00:00:00+00,1509 SPRUCE PLACE,44.967354,-93.280807,478.1000(C),Snow emergency parking restrictions - odd number address,4,Loring Park,Central,3,3,, , , , , , , , , , , ,,, , , , , , , , , ,, , , , , , , , , , , , , , , ,,
-10383975.6095688,5616370.44577689,88,Omega,2024-2025,2,271125334000,2025/02/10 00:00:00+00,1511 SPRUCE PLACE,44.967271,-93.28084,478.1000(C),Snow emergency parking restrictions - odd number address,4,Loring Park,Central,3,3,, , , , , , , , , , , ,,, , , , , , , , , ,, , , , , , , , , , , , , , , ,,
-10383975.8322078,5616330.32424709,89,Omega,2024-2025,2,271125334000,2025/02/10 00:00:00+00,1517 SPRUCE PLACE,44.967016,-93.280842,478.1000(C),Snow emergency parking restrictions - odd number address,4,Loring Park,Central,3,3,, , , , , , , , , , , ,,, , , , , , , , , ,, , , , , , , , , , , , , , , ,,
-10383973.4944985,5616292.56297019,90,Omega,2024-2025,2,271125334000,2025/02/10 00:00:00+00,1533 SPRUCE PLACE,44.966776,-93.280821,478.1000(C),Snow emergency parking restrictions - odd number address,4,Loring Park,Central,3,3,, , , , , , , , , , , ,,, , , , , , , , , ,, , , , , , , , , , , , , , , ,,
-10383971.4907477,5616307.82480058,91,Omega,2024-2025,2,271125334000,2025/02/10 00:00:00+00,1529 SPRUCE PLACE,44.966873,-93.280803,478.1000(C),Snow emergency parking restrictions - odd number address,4,Loring Park,Central,3,3,, , , , , , , , , , , ,,, , , , , , , , , ,, , , , , , , , , , , , , , , ,,
-10383974.9416519,5616292.72030852,92,Omega,2024-2025,2,271125334000,2025/02/10 00:00:00+00,1531 SPRUCE PLACE,44.966777,-93.280834,478.1000(C),Snow emergency parking restrictions - odd number address,4,Loring Park,Central,3,3,, , , , , , , , , , , ,,, , , , , , , , , ,, , , , , , , , , , , , , , , ,,
-10383974.8303324,5616254.80185127,93,Omega,2024-2025,2,271125334000,2025/02/10 00:00:00+00,1537 SPRUCE PLACE,44.966536,-93.280833,478.1000(C),Snow emergency parking restrictions - odd number address,4,Loring Park,Central,3,3,, , , , , , , , , , , ,,, , , , , , , , , ,, , , , , , , , , , , , , , , ,,
-10381675.52625,5614352.31796862,94,Omega,2024-2025,2,271125334000,2025/02/09 00:00:00+00,2634 10TH AVE S,44.954443,-93.260178,478.1000(B),Snow emergency parking restrictions - even number address,11,Midtown Phillips,Phillips,2,3,, , , , , , , , , , , ,,, , , , , , , , , ,, , , , , , , , , , , , , , , ,,
-10381674.3017356,5614360.18319742,95,Omega,2024-2025,2,271125334000,2025/02/09 00:00:00+00,2632 10TH AVE S,44.954493,-93.260167,478.1000(B),Snow emergency parking restrictions - even number address,11,Midtown Phillips,Phillips,2,3,, , , , , , , , , , , ,,, , , , , , , , , ,, , , , , , , , , , , , , , , ,,
-10381671.6300679,5614376.70020021,96,Omega,2024-2025,2,271125334000,2025/02/09 00:00:00+00,2628 10TH AVE S,44.954598,-93.260143,478.1000(B),Snow emergency parking restrictions - even number address,11,Midtown Phillips,Phillips,2,3,, , , , , , , , , , , ,,, , , , , , , , , ,, , , , , , , , , , , , , , , ,,
-10381669.5149976,5614372.13835832,97,Omega,2024-2025,2,271125334000,2025/02/09 00:00:00+00,2626 10TH AVE S,44.954569,-93.260124,478.1000(B),Snow emergency parking restrictions - even number address,11,Midtown Phillips,Phillips,2,3,, , , , , , , , , , , ,,, , , , , , , , , ,, , , , , , , , , , , , , , , ,,
-10381674.6356941,5614394.47567508,98,Omega,2024-2025,2,271125334000,2025/02/09 00:00:00+00,2624 10TH AVE S,44.954711,-93.26017,478.1000(B),Snow emergency parking restrictions - even number address,11,Midtown Phillips,Phillips,2,3,, , , , , , , , , , , ,,, , , , , , , , , ,, , , , , , , , , , , , , , , ,,
-10381668.8470806,5614405.48704873,99,Omega,2024-2025,2,271125334000,2025/02/09 00:00:00+00,2622 10TH AVE S,44.954781,-93.260118,478.1000(B),Snow emergency parking restrictions - even number address,11,Midtown Phillips,Phillips,2,3,, , , , , , , , , , , ,,, , , , , , , , , ,, , , , , , , , , , , , , , , ,,
-10381667.5112467,5614416.65574146,100,Omega,2024-2025,2,271125334000,2025/02/09 00:00:00+00,2620 10TH AVE S,44.954852,-93.260106,478.1000(B),Snow emergency parking restrictions - even number address,11,Midtown Phillips,Phillips,2,3,, , , , , , , , , , , ,,, , , , , , , , , ,, , , , , , , , , , , , , , , ,,
-10381672.6319433,5614458.18452292,101,Omega,2024-2025,2,271125334000,2025/02/09 00:00:00+00,2612 10TH AVE S,44.955116,-93.260152,478.1000(B),Snow emergency parking restrictions - even number address,11,Midtown Phillips,Phillips,2,3,, , , , , , , , , , , ,,, , , , , , , , , ,, , , , , , , , , , , , , , , ,,
-10381674.4130551,5614470.13981361,102,Omega,2024-2025,2,271125334000,2025/02/09 00:00:00+00,2610 10TH AVE S,44.955192,-93.260168,478.1000(B),Snow emergency parking restrictions - even number address,11,Midtown Phillips,Phillips,2,3,, , , , , , , , , , , ,,, , , , , , , , , ,, , , , , , , , , , , , , , , ,,
-10381666.7320103,5614487.44355188,103,Omega,2024-2025,2,271125334000,2025/02/09 00:00:00+00,2604 10TH AVE S,44.955302,-93.260099,478.1000(B),Snow emergency parking restrictions - even number address,11,Midtown Phillips,Phillips,2,3,, , , , , , , , , , , ,,, , , , , , , , , ,, , , , , , , , , , , , , , , ,,
-10381668.9584001,5614485.71317656,104,Omega,2024-2025,2,271125334000,2025/02/09 00:00:00+00,2602 10TH AVE S,44.955291,-93.260119,478.1000(B),Snow emergency parking restrictions - even number address,11,Midtown Phillips,Phillips,2,3,, , , , , , , , , , , ,,, , , , , , , , , ,, , , , , , , , , , , , , , , ,,
-10381663.3924256,5614856.0210544,105,Omega,2024-2025,2,271125334000,2025/02/09 00:00:00+00,2448 10TH AVE S,44.957645,-93.260069,478.1000(B),Snow emergency parking restrictions - even number address,11,Midtown Phillips,Phillips,2,3,, , , , , , , , , , , ,,, , , , , , , , , ,, , , , , , , , , , , , , , , ,,
-10381666.5093713,5614878.51688225,106,Omega,2024-2025,2,271125334000,2025/02/09 00:00:00+00,2444 10TH AVE S,44.957788,-93.260097,478.1000(B),Snow emergency parking restrictions - even number address,11,Midtown Phillips,Phillips,2,3,, , , , , , , , , , , ,,, , , , , , , , , ,, , , , , , , , , , , , , , , ,,
-10381667.1772882,5614884.33749018,107,Omega,2024-2025,2,271125334000,2025/02/09 00:00:00+00,2442 10TH AVE S,44.957825,-93.260103,478.1000(B),Snow emergency parking restrictions - even number address,11,Midtown Phillips,Phillips,2,3,, , , , , , , , , , , ,,, , , , , , , , , ,, , , , , , , , , , , , , , , ,,
-10381663.3924256,5614900.22619582,108,Omega,2024-2025,2,271125334000,2025/02/09 00:00:00+00,2440 10TH AVE S,44.957926,-93.260069,478.1000(B),Snow emergency parking restrictions - even number address,11,Midtown Phillips,Phillips,2,3,, , , , , , , , , , , ,,, , , , , , , , , ,, , , , , , , , , , , , , , , ,,
-10381668.4018026,5614904.63099045,109,Omega,2024-2025,2,271125334000,2025/02/09 00:00:00+00,2438 10TH AVE S,44.957954,-93.260114,478.1000(B),Snow emergency parking restrictions - even number address,11,Midtown Phillips,Phillips,2,3,, , , , , , , , , , , ,,, , , , , , , , , ,, , , , , , , , , , , , , , , ,,
-10381665.0622179,5614913.59790044,110,Omega,2024-2025,2,271125334000,2025/02/09 00:00:00+00,2436 10TH AVE S,44.958011,-93.260084,478.1000(B),Snow emergency parking restrictions - even number address,11,Midtown Phillips,Phillips,2,3,, , , , , , , , , , , ,,, , , , , , , , , ,, , , , , , , , , , , , , , , ,,
-10381667.0659688,5614919.57584541,111,Omega,2024-2025,2,271125334000,2025/02/09 00:00:00+00,2434 10TH AVE S,44.958049,-93.260102,478.1000(B),Snow emergency parking restrictions - even number address,11,Midtown Phillips,Phillips,2,3,, , , , , , , , , , , ,,, , , , , , , , , ,, , , , , , , , , , , , , , , ,,
-10381664.171662,5614926.0257378,112,Omega,2024-2025,2,271125334000,2025/02/09 00:00:00+00,2432 10TH AVE S,44.95809,-93.260076,478.1000(B),Snow emergency parking restrictions - even number address,11,Midtown Phillips,Phillips,2,3,, , , , , , , , , , , ,,, , , , , , , , , ,, , , , , , , , , , , , , , , ,,
-10381661.8339527,5614928.85739936,113,Omega,2024-2025,2,271125334000,2025/02/09 00:00:00+00,2430 10TH AVE S,44.958108,-93.260055,478.1000(B),Snow emergency parking restrictions - even number address,11,Midtown Phillips,Phillips,2,3,, , , , , , , , , , , ,,, , , , , , , , , ,, , , , , , , , , , , , , , , ,,
-10381661.9452722,5614963.15203741,114,Omega,2024-2025,2,271125334000,2025/02/09 00:00:00+00,2424 10TH AVE S,44.958326,-93.260056,478.1000(B),Snow emergency parking restrictions - even number address,11,Midtown Phillips,Phillips,2,3,, , , , , , , , , , , ,,, , , , , , , , , ,, , , , , , , , , , , , , , , ,,
-10381664.394301,5614987.06397222,115,Omega,2024-2025,2,271125334000,2025/02/09 00:00:00+00,2420 10TH AVE S,44.958478,-93.260078,478.1000(B),Snow emergency parking restrictions - even number address,11,Midtown Phillips,Phillips,2,3,, , , , , , , , , , , ,,, , , , , , , , , ,, , , , , , , , , , , , , , , ,,
-10381660.4981188,5614993.67122856,116,Omega,2024-2025,2,271125334000,2025/02/09 00:00:00+00,2418 10TH AVE S,44.95852,-93.260043,478.1000(B),Snow emergency parking restrictions - even number address,11,Midtown Phillips,Phillips,2,3,, , , , , , , , , , , ,,, , , , , , , , , ,, , , , , , , , , , , , , , , ,,
-10381662.5018696,5615008.93086281,117,Omega,2024-2025,2,271125334000,2025/02/09 00:00:00+00,2416 10TH AVE S,44.958617,-93.260061,478.1000(B),Snow emergency parking restrictions - even number address,11,Midtown Phillips,Phillips,2,3,, , , , , , , , , , , ,,, , , , , , , , , ,, , , , , , , , , , , , , , , ,,
-10381661.2773552,5615016.32471549,118,Omega,2024-2025,2,271125334000,2025/02/09 00:00:00+00,2412 10TH AVE S,44.958664,-93.26005,478.1000(B),Snow emergency parking restrictions - even number address,11,Midtown Phillips,Phillips,2,3,, , , , , , , , , , , ,,, , , , , , , , , ,, , , , , , , , , , , , , , , ,,
-10381662.9471476,5615034.73071552,119,Omega,2024-2025,2,271125334000,2025/02/09 00:00:00+00,2410 10TH AVE S,44.958781,-93.260065,478.1000(B),Snow emergency parking restrictions - even number address,11,Midtown Phillips,Phillips,2,3,, , , , , , , , , , , ,,, , , , , , , , , ,, , , , , , , , , , , , , , , ,,
-10381665.6188154,5615048.88920261,120,Omega,2024-2025,2,271125334000,2025/02/09 00:00:00+00,2406 10TH AVE S,44.958871,-93.260089,478.1000(B),Snow emergency parking restrictions - even number address,11,Midtown Phillips,Phillips,2,3,, , , , , , , , , , , ,,, , , , , , , , , ,, , , , , , , , , , , , , , , ,,
-10381660.9433968,5615053.13675304,121,Omega,2024-2025,2,271125334000,2025/02/09 00:00:00+00,2404 10TH AVE S,44.958898,-93.260047,478.1000(B),Snow emergency parking restrictions - even number address,11,Midtown Phillips,Phillips,2,3,, , , , , , , , , , , ,,, , , , , , , , , ,, , , , , , , , , , , , , , , ,,
-10381658.3830485,5615060.37332511,122,Omega,2024-2025,2,271125334000,2025/02/09 00:00:00+00,2402 10TH AVE S,44.958944,-93.260024,478.1000(B),Snow emergency parking restrictions - even number address,11,Midtown Phillips,Phillips,2,3,, , , , , , , , , , , ,,, , , , , , , , , ,, , , , , , , , , , , , , , , ,,
-10381659.6075629,5615058.48552313,123,Omega,2024-2025,2,271125334000,2025/02/09 00:00:00+00,2400 10TH AVE S,44.958932,-93.260035,478.1000(B),Snow emergency parking restrictions - even number address,11,Midtown Phillips,Phillips,2,3,, , , , , , , , , , , ,,, , , , , , , , , ,, , , , , , , , , , , , , , , ,,
-10381624.7645622,5615391.05939421,124,Omega,2024-2025,2,271125334000,2025/02/09 00:00:00+00,2124 10TH AVE S,44.961046,-93.259722,478.1000(B),Snow emergency parking restrictions - even number address,11,Ventura Village,Phillips,2,3,, , , , , , , , , , , ,,, , , , , , , , , ,, , , , , , , , , , , , , , , ,,
-10381623.9853258,5615408.67954373,125,Omega,2024-2025,2,271125334000,2025/02/09 00:00:00+00,2122 10TH AVE S,44.961158,-93.259715,478.1000(B),Snow emergency parking restrictions - even number address,11,Ventura Village,Phillips,2,3,, , , , , , , , , , , ,,, , , , , , , , , ,, , , , , , , , , , , , , , , ,,
-10381620.9796996,5615418.43356988,126,Omega,2024-2025,2,271125334000,2025/02/09 00:00:00+00,2120 10TH AVE S,44.96122,-93.259688,478.1000(B),Snow emergency parking restrictions - even number address,11,Ventura Village,Phillips,2,3,, , , , , , , , , , , ,,, , , , , , , , , ,, , , , , , , , , , , , , , , ,,
-10381611.8515013,5615417.0176622,127,Omega,2024-2025,2,271125334000,2025/02/09 00:00:00+00,2118 10TH AVE S,44.961211,-93.259606,478.1000(B),Snow emergency parking restrictions - even number address,11,Ventura Village,Phillips,2,3,, , , , , , , , , , , ,,, , , , , , , , , ,, , , , , , , , , , , , , , , ,,
-10381618.9759487,5615438.4136241,128,Omega,2024-2025,2,271125334000,2025/02/09 00:00:00+00,2112 10TH AVE S,44.961347,-93.25967,478.1000(B),Snow emergency parking restrictions - even number address,11,Ventura Village,Phillips,2,3,, , , , , , , , , , , ,,, , , , , , , , , ,, , , , , , , , , , , , , , , ,,
-10385477.4208191,5617822.49317417,129,Omega,2024-2025,2,271125334000,2025/02/10 00:00:00+00,1225 32ND ST W,44.976499,-93.294331,478.1000(C),Snow emergency parking restrictions - odd number address,6,Bryn - Mawr,Calhoun Isle,3,3,, , , , , , , , , , , ,,, , , , , , , , , ,, , , , , , , , , , , , , , , ,,
-10383461.5361603,5611436.8351136,130,Omega,2024-2025,2,271125334000,2025/02/10 00:00:00+00,117 37ND ST E,44.935906,-93.276222,478.1000(C),Snow emergency parking restrictions - odd number address,9,King Field,Southwest,3,5,, , , , , , , , , , , ,,, , , , , , , , , ,, , , , , , , , , , , , , , , ,,
-10383439.9401791,5611437.14962103,131,Omega,2024-2025,2,271125334000,2025/02/10 00:00:00+00,113 37ND ST E,44.935908,-93.276028,478.1000(C),Snow emergency parking restrictions - odd number address,9,King Field,Southwest,3,5,, , , , , , , , , , , ,,, , , , , , , , , ,, , , , , , , , , , , , , , , ,,
-10383412.5555844,5611437.93588969,132,Omega,2024-2025,2,271125334000,2025/02/10 00:00:00+00,109 37ND ST E,44.935913,-93.275782,478.1000(C),Snow emergency parking restrictions - odd number address,9,King Field,Southwest,3,5,, , , , , , , , , , , ,,, , , , , , , , , ,, , , , , , , , , , , , , , , ,,
-10383391.4048811,5611432.74651779,133,Omega,2024-2025,2,271125334000,2025/02/10 00:00:00+00,107 37ND ST E,44.93588,-93.275592,478.1000(C),Snow emergency parking restrictions - odd number address,9,King Field,Southwest,3,5,, , , , , , , , , , , ,,, , , , , , , , , ,, , , , , , , , , , , , , , , ,,
-10383389.9577278,5611430.54496697,134,Omega,2024-2025,2,271125334000,2025/02/10 00:00:00+00,105 37ND ST E,44.935866,-93.275579,478.1000(C),Snow emergency parking restrictions - odd number address,9,King Field,Southwest,3,5,, , , , , , , , , , , ,,, , , , , , , , , ,, , , , , , , , , , , , , , , ,,
-10385981.9207514,5612290.60591996,135,Omega,2024-2025,2,271125334000,2025/02/10 00:00:00+00,1427 34ND ST W,44.941335,-93.298863,478.1000(C),Snow emergency parking restrictions - odd number address,6,ECCO,Calhoun Isle,3,5,, , , , , , , , , , , ,,, , , , , , , , , ,, , , , , , , , , , , , , , , ,,
-10385864.8126471,5612286.20240054,136,Omega,2024-2025,2,271125334000,2025/02/10 00:00:00+00,1417 34ND ST W,44.941307,-93.297811,478.1000(C),Snow emergency parking restrictions - odd number address,6,CARAG,Calhoun Isle,3,5,, , , , , , , , , , , ,,, , , , , , , , , ,, , , , , , , , , , , , , , , ,,
-10385856.5750047,5612286.67420609,137,Omega,2024-2025,2,271125334000,2025/02/10 00:00:00+00,1415 34ND ST W,44.94131,-93.297737,478.1000(C),Snow emergency parking restrictions - odd number address,6,CARAG,Calhoun Isle,3,5,, , , , , , , , , , , ,,, , , , , , , , , ,, , , , , , , , , , , , , , , ,,
-10385840.6563176,5612288.24689142,138,Omega,2024-2025,2,271125334000,2025/02/10 00:00:00+00,1411 34ND ST W,44.94132,-93.297594,478.1000(C),Snow emergency parking restrictions - odd number address,6,CARAG,Calhoun Isle,3,5,, , , , , , , , , , , ,,, , , , , , , , , ,, , , , , , , , , , , , , , , ,,
-10385607.5533039,5612287.46054873,139,Omega,2024-2025,2,271125334000,2025/02/10 00:00:00+00,1225 34ND ST W,44.941315,-93.2955,478.1000(C),Snow emergency parking restrictions - odd number address,6,CARAG,Calhoun Isle,3,5,, , , , , , , , , , , ,,, , , , , , , , , ,, , , , , , , , , , , , , , , ,,
-10385202.9069548,5612283.68610469,140,Omega,2024-2025,2,271125334000,2025/02/10 00:00:00+00,925 34ND ST W,44.941291,-93.291865,478.1000(C),Snow emergency parking restrictions - odd number address,6,CARAG,Calhoun Isle,3,5,, , , , , , , , , , , ,,, , , , , , , , , ,, , , , , , , , , , , , , , , ,,
-10385186.3203507,5612286.20240054,141,Omega,2024-2025,2,271125334000,2025/02/10 00:00:00+00,923 34ND ST W,44.941307,-93.291716,478.1000(C),Snow emergency parking restrictions - odd number address,6,CARAG,Calhoun Isle,3,5,, , , , , , , , , , , ,,, , , , , , , , , ,, , , , , , , , , , , , , , , ,,
-10385172.0714559,5612290.44865136,142,Omega,2024-2025,2,271125334000,2025/02/10 00:00:00+00,919 34ND ST W,44.941334,-93.291588,478.1000(C),Snow emergency parking restrictions - odd number address,6,CARAG,Calhoun Isle,3,5,, , , , , , , , , , , ,,, , , , , , , , , ,, , , , , , , , , , , , , , , ,,
-10384907.7989847,5612286.98874314,143,Omega,2024-2025,2,271125334000,2025/02/10 00:00:00+00,725 34ND ST W,44.941312,-93.289214,478.1000(C),Snow emergency parking restrictions - odd number address,6,CARAG,Calhoun Isle,3,5,, , , , , , , , , , , ,,, , , , , , , , , ,, , , , , , , , , , , , , , , ,,
-10384886.091684,5612282.42795701,144,Omega,2024-2025,2,271125334000,2025/02/10 00:00:00+00,717 34ND ST W,44.941283,-93.289019,478.1000(C),Snow emergency parking restrictions - odd number address,6,CARAG,Calhoun Isle,3,5,, , , , , , , , , , , ,,, , , , , , , , , ,, , , , , , , , , , , , , , , ,,
-10384882.1955018,5612285.88786352,145,Omega,2024-2025,2,271125334000,2025/02/10 00:00:00+00,715 34ND ST W,44.941305,-93.288984,478.1000(C),Snow emergency parking restrictions - odd number address,6,CARAG,Calhoun Isle,3,5,, , , , , , , , , , , ,,, , , , , , , , , ,, , , , , , , , , , , , , , , ,,
-10380228.0389113,5609173.60868412,146,Omega,2024-2025,2,271125333000,2025/02/10 00:00:00+00,1835 45TH AVE S,44.921512,-93.247175,478.1000(C),Snow emergency parking restrictions - odd number address,10,Ericsson,Nokomis,3,6,, , , , , , , , , , , ,,, , , , , , , , , ,, , , , , , , , , , , , , , , ,,
-10380183.1771565,5609457.54220406,147,Omega,2024-2025,2,271125333000,2025/02/10 00:00:00+00,1813 44TH ST E,44.923318,-93.246772,478.1000(C),Snow emergency parking restrictions - odd number address,10,Ericsson,Nokomis,3,6,, , , , , , , , , , , ,,, , , , , , , , , ,, , , , , , , , , , , , , , , ,,
-10380896.846412,5609739.9124081,148,Omega,2024-2025,2,271125333000,2025/02/10 00:00:00+00,1511 43RD ST E,44.925114,-93.253183,478.1000(C),Snow emergency parking restrictions - odd number address,10,Northrop,Nokomis,3,6,, , , , , , , , , , , ,,, , , , , , , , , ,, , , , , , , , , , , , , , , ,,
