X,Y,OBJECTID,Snow_Emerg,Snow_Eme_1,Snow_Eme_2,Addess,Civic,Community,Day,Day_of_Dat,Neighborho,Ordinance_,Ordinance1,Street,Ticket__,Tow_Zone,Latitude,Longitude
-93.2800559998844,44.9663679995836,115,Howard,2024,1,116 OAK GROVE ST,116,Central,2,2024/12/20 00:00:00+00,Loring Park,478.1000(B),Snow emergency parking restrictions - even number address,OAK GROVE ST,271124337342,3,44.966368,-93.280056
-93.2755990002936,44.9662630001374,116,Howard,2024,1,117 17TH ST E,117,Central,3,2024/12/21 00:00:00+00,Steven's Square - Loring Heights,478.1000(C),Snow emergency parking restrictions - odd number address,17TH ST E,271124489290,3,44.966263,-93.275599
-93.2805389996751,44.9429020002272,117,Howard,2024,1,117 33RD ST W,117,Powderhorn,3,2024/12/21 00:00:00+00,Lyndale,478.1000(C),Snow emergency parking restrictions - odd number address,33RD ST W,271124488773,5,44.942902,-93.280539
-93.2801640003683,44.9663509996989,118,Howard,2024,1,117 OAK GROVE ST,117,Central,3,2024/12/21 00:00:00+00,Loring Park,478.1000(C),Snow emergency parking restrictions - odd number address,OAK GROVE ST,271124489286,3,44.966351,-93.280164
-93.2809479996504,44.9447970003813,119,Howard,2024,1,118 32ND ST W,118,Powderhorn,2,2024/12/20 00:00:00+00,Lyndale,478.1000(B),Snow emergency parking restrictions - even number address,32ND ST W,271124485154,5,44.944797,-93.280948
-93.2755630004321,44.9662820001143,120,Howard,2024,1,119 17TH ST E,119,Central,3,2024/12/21 00:00:00+00,Steven's Square - Loring Heights,478.1000(C),Snow emergency parking restrictions - odd number address,17TH ST E,271124489291,3,44.966282,-93.275563
-93.2758530003157,44.9639860003537,121,Howard,2024,1,119 19TH ST E,119,Central,3,2024/12/21 00:00:00+00,Steven's Square - Loring Heights,478.1000(C),Snow emergency parking restrictions - odd number address,19TH ST E,271124484209,3,44.963986,-93.275853
-93.2758880001311,44.9431780003645,122,Howard,2024,1,119 33RD ST E,119,Powderhorn,3,2024/12/21 00:00:00+00,Lyndale,478.1000(C),Snow emergency parking restrictions - odd number address,33RD ST E,271124488408,5,44.943178,-93.275888
-93.2806219999053,44.9428870004348,123,Howard,2024,1,119 33RD ST W,119,Powderhorn,3,2024/12/21 00:00:00+00,Lyndale,478.1000(C),Snow emergency parking restrictions - odd number address,33RD ST W,271124488774,5,44.942887,-93.280622
-93.2758599997392,44.965275000441,124,Howard,2024,1,121 18TH ST E,121,Central,3,2024/12/21 00:00:00+00,Steven's Square - Loring Heights,478.1000(C),Snow emergency parking restrictions - odd number address,18TH ST E,271124491175,3,44.965275,-93.27586
-93.2803780003444,44.9663640002984,125,Howard,2024,1,121 OAK GROVE ST,121,Central,3,2024/12/21 00:00:00+00,Loring Park,478.1000(C),Snow emergency parking restrictions - odd number address,OAK GROVE ST,271124489771,3,44.966364,-93.280378
-93.2805140003208,44.968994000173,126,Howard,2024,1,122 14TH ST W,122,Central,2,2024/12/20 00:00:00+00,Loring Park,478.1000(B),Snow emergency parking restrictions - even number address,14TH ST W,271124487099,3,44.968994,-93.280514
-93.2677430004391,44.9984949999443,127,Howard,2024,1,123 11TH AVE NE,123,Northeast,3,2024/12/21 00:00:00+00,St. Anthony West,478.1000(C),Snow emergency parking restrictions - odd number address,11TH AVE NE,271124482904,2,44.998495,-93.267743
-93.2803429996297,44.9688449995971,128,Howard,2024,1,123 14TH ST W,123,Central,3,2024/12/21 00:00:00+00,Loring Park,478.1000(C),Snow emergency parking restrictions - odd number address,14TH ST W,271124489153,3,44.968845,-93.280343
-93.2757829997856,44.9652389996801,129,Howard,2024,1,123 18TH ST E,123,Central,3,2024/12/21 00:00:00+00,Steven's Square - Loring Heights,478.1000(C),Snow emergency parking restrictions - odd number address,18TH ST E,271124491174,3,44.965239,-93.275783
-93.2807310004353,44.9429139998812,130,Howard,2024,1,123 33RD ST W,123,Powderhorn,3,2024/12/21 00:00:00+00,Lyndale,478.1000(C),Snow emergency parking restrictions - odd number address,33RD ST W,271124488775,5,44.942914,-93.280731
-93.2661889998225,44.9965290001133,131,Howard,2024,1,124 9TH AVE NE,124,Northeast,2,2024/12/20 00:00:00+00,St. Anthony West,478.1000(B),Snow emergency parking restrictions - even number address,9TH AVE NE,271124482174,2,44.996529,-93.266189
-93.2806219999053,44.96897400015,132,Howard,2024,1,124 14TH ST W,124,Central,2,2024/12/20 00:00:00+00,Loring Park,478.1000(B),Snow emergency parking restrictions - even number address,14TH ST W,271124487098,3,44.968974,-93.280622
-93.2810340000191,44.94296100025,133,Howard,2024,1,124 33RD ST W,124,Powderhorn,2,2024/12/20 00:00:00+00,Lyndale,478.1000(B),Snow emergency parking restrictions - even number address,33RD ST W,271124487871,5,44.942961,-93.281034
-93.2803790003905,44.9689509999887,134,Howard,2024,1,125 14TH ST W,125,Central,3,2024/12/21 00:00:00+00,Loring Park,478.1000(C),Snow emergency parking restrictions - odd number address,14TH ST W,271124489154,3,44.968951,-93.280379
-93.2748669998122,44.9662359997916,135,Howard,2024,1,125 17TH ST E,125,Central,3,2024/12/21 00:00:00+00,Steven's Square - Loring Heights,478.1000(C),Snow emergency parking restrictions - odd number address,17TH ST E,271124489055,3,44.966236,-93.274867
-93.2756639996938,44.9653060000719,136,Howard,2024,1,125 18TH ST E,125,Central,3,2024/12/21 00:00:00+00,Steven's Square - Loring Heights,478.1000(C),Snow emergency parking restrictions - odd number address,18TH ST E,271124491173,3,44.965306,-93.275664
-93.280801000066,44.9429180000657,137,Howard,2024,1,125 33RD ST W,125,Powderhorn,3,2024/12/21 00:00:00+00,Lyndale,478.1000(C),Snow emergency parking restrictions - odd number address,33RD ST W,271124488776,5,44.942918,-93.280801
-93.2811489999264,44.9447910001046,138,Howard,2024,1,126 32ND ST W,126,Powderhorn,2,2024/12/20 00:00:00+00,Lyndale,478.1000(B),Snow emergency parking restrictions - even number address,32ND ST W,271124485155,5,44.944791,-93.281149
-93.2804639998137,44.9689370002424,139,Howard,2024,1,127 14TH ST W,127,Central,3,2024/12/21 00:00:00+00,Loring Park,478.1000(C),Snow emergency parking restrictions - odd number address,14TH ST W,271124489156,3,44.968937,-93.280464
-93.2756590003626,44.9639250002386,140,Howard,2024,1,127 19TH ST E,127,Central,3,2024/12/21 00:00:00+00,Steven's Square - Loring Heights,478.1000(C),Snow emergency parking restrictions - odd number address,19TH ST E,271124484210,3,44.963925,-93.275659
-93.2805799997672,44.9663759999525,141,Howard,2024,1,127 OAK GROVE ST,127,Central,3,2024/12/21 00:00:00+00,Loring Park,478.1000(C),Snow emergency parking restrictions - odd number address,OAK GROVE ST,271124489772,3,44.966376,-93.28058
-93.2805959996057,44.9689229995968,142,Howard,2024,1,128 14TH ST W,128,Central,2,2024/12/20 00:00:00+00,Loring Park,478.1000(B),Snow emergency parking restrictions - even number address,14TH ST W,271124487097,3,44.968923,-93.280596
-93.2760949997844,44.9640020001922,143,Howard,2024,1,128 19TH ST E,128,Central,2,2024/12/20 00:00:00+00,Steven's Square - Loring Heights,478.1000(B),Snow emergency parking restrictions - even number address,19TH ST E,271124485370,3,44.964002,-93.276095
-93.2812140002259,44.9447639997588,144,Howard,2024,1,128 32ND ST W,128,Powderhorn,2,2024/12/20 00:00:00+00,Lyndale,478.1000(B),Snow emergency parking restrictions - even number address,32ND ST W,271124485156,5,44.944764,-93.281214
-93.2753840002713,44.965257999657,145,Howard,2024,1,129 18TH ST E,129,Central,3,2024/12/21 00:00:00+00,Steven's Square - Loring Heights,478.1000(C),Snow emergency parking restrictions - odd number address,18TH ST E,271124491172,3,44.965258,-93.275384
-93.2755570001554,44.9639630001923,146,Howard,2024,1,129 19TH ST E,129,Central,3,2024/12/21 00:00:00+00,Steven's Square - Loring Heights,478.1000(C),Snow emergency parking restrictions - odd number address,19TH ST E,271124484658,3,44.963963,-93.275557
-93.2741200004376,44.9652409997724,147,Howard,2024,1,130 18TH ST E,130,Central,2,2024/12/20 00:00:00+00,Steven's Square - Loring Heights,478.1000(B),Snow emergency parking restrictions - even number address,18TH ST E,271124489107,3,44.965241,-93.27412
-93.2752050001106,44.9639769999387,148,Howard,2024,1,130 19TH ST E,130,Central,2,2024/12/20 00:00:00+00,Steven's Square - Loring Heights,478.1000(B),Snow emergency parking restrictions - even number address,19TH ST E,271124477623,3,44.963977,-93.275205
-93.2750849999728,44.963960000054,149,Howard,2024,1,131 19TH ST E,131,Central,3,2024/12/21 00:00:00+00,Steven's Square - Loring Heights,478.1000(C),Snow emergency parking restrictions - odd number address,19TH ST E,271124484659,3,44.96396,-93.275085
-93.2750999997651,44.9652409997724,150,Howard,2024,1,132 18TH ST E,132,Central,2,2024/12/20 00:00:00+00,Steven's Square - Loring Heights,478.1000(B),Snow emergency parking restrictions - even number address,18TH ST E,271124489310,3,44.965241,-93.2751
-93.2750429998345,44.9639680004229,151,Howard,2024,1,132 19TH ST E,132,Central,2,2024/12/20 00:00:00+00,Steven's Square - Loring Heights,478.1000(B),Snow emergency parking restrictions - even number address,19TH ST E,271124477624,3,44.963968,-93.275043
-93.2746020001821,44.9662500004372,152,Howard,2024,1,133 17TH ST E,133,Central,3,2024/12/21 00:00:00+00,Steven's Square - Loring Heights,478.1000(C),Snow emergency parking restrictions - odd number address,17TH ST E,271124489054,3,44.96625,-93.274602
-93.2749989996041,44.9639590000079,153,Howard,2024,1,133 19TH ST E,133,Central,3,2024/12/21 00:00:00+00,Steven's Square - Loring Heights,478.1000(C),Snow emergency parking restrictions - odd number address,19TH ST E,271124484660,3,44.963959,-93.274999
-93.2690529996962,45.0018180003005,154,Howard,2024,1,134 14TH AVE NE,134,Northeast,2,2024/12/20 00:00:00+00,Sheridan,478.1000(B),Snow emergency parking restrictions - even number address,14TH AVE NE,271124482183,2,45.001818,-93.269053
-93.2750009996963,44.964031999777,155,Howard,2024,1,134 19TH ST E,134,Central,2,2024/12/20 00:00:00+00,Steven's Square - Loring Heights,478.1000(B),Snow emergency parking restrictions - even number address,19TH ST E,271124485371,3,44.964032,-93.275001
-93.2631710000416,44.9935739996404,156,Howard,2024,1,135 6TH AVE NE,135,Northeast,3,2024/12/21 00:00:00+00,St. Anthony West,478.1000(C),Snow emergency parking restrictions - odd number address,6TH AVE NE,271124482894,2,44.993574,-93.263171
-93.2686819996745,45.001997999608,157,Howard,2024,1,135 14TH AVE NE,135,Northeast,3,2024/12/21 00:00:00+00,Sheridan,478.1000(C),Snow emergency parking restrictions - odd number address,14TH AVE NE,271124482910,2,45.001998,-93.268682
-93.2744660002057,44.966268000368,158,Howard,2024,1,135 17TH ST E,135,Central,3,2024/12/21 00:00:00+00,Steven's Square - Loring Heights,478.1000(C),Snow emergency parking restrictions - odd number address,17TH ST E,271124489053,3,44.966268,-93.274466
-93.2749279999272,44.9640000001,159,Howard,2024,1,135 19TH ST E,135,Central,3,2024/12/21 00:00:00+00,Steven's Square - Loring Heights,478.1000(C),Snow emergency parking restrictions - odd number address,19TH ST E,271124484661,3,44.964,-93.274928
-93.2689900003882,45.0018099999316,160,Howard,2024,1,136 14TH AVE NE,136,Northeast,2,2024/12/20 00:00:00+00,Sheridan,478.1000(B),Snow emergency parking restrictions - even number address,14TH AVE NE,271124482182,2,45.00181,-93.26899
-93.2750009996963,44.964031999777,161,Howard,2024,1,136 19TH ST E,136,Central,2,2024/12/20 00:00:00+00,Steven's Square - Loring Heights,478.1000(B),Snow emergency parking restrictions - even number address,19TH ST E,271124485372,3,44.964032,-93.275001
-93.2744250001136,44.9662519996301,162,Howard,2024,1,137 17TH ST E,137,Central,3,2024/12/21 00:00:00+00,Steven's Square - Loring Heights,478.1000(C),Snow emergency parking restrictions - odd number address,17TH ST E,271124489052,3,44.966252,-93.274425
,,163,Howard,2024,1,137 19TH ST E,137,Central,3,,Steven's Square - Loring Heights,478.1000(C),Snow emergency parking restrictions - odd number address,19TH ST E,0,3,0,0
-93.2679570004152,45.0027619997665,164,Howard,2024,1,138 15TH AVE NE,138,Northeast,2,2024/12/20 00:00:00+00,Sheridan,478.1000(B),Snow emergency parking restrictions - even number address,15TH AVE NE,271124482185,2,45.002762,-93.267957
-93.2747859996741,44.9640390000998,165,Howard,2024,1,138 19TH ST E,138,Central,2,2024/12/20 00:00:00+00,Steven's Square - Loring Heights,478.1000(B),Snow emergency parking restrictions - even number address,19TH ST E,271124485373,3,44.964039,-93.274786
,,166,Howard,2024,1,139 17TH ST E,139,Central,3,,Steven's Square - Loring Heights,478.1000(C),Snow emergency parking restrictions - odd number address,17TH ST E,0,3,0,0
-93.2747899998586,44.9639410000772,167,Howard,2024,1,139 19TH ST E,139,Central,3,2024/12/21 00:00:00+00,Steven's Square - Loring Heights,478.1000(C),Snow emergency parking restrictions - odd number address,19TH ST E,271124484663,3,44.963941,-93.27479
-93.2627060001817,44.9936870003548,168,Howard,2024,1,142 6TH AVE NE,142,Northeast,2,2024/12/20 00:00:00+00,St. Anthony West,478.1000(B),Snow emergency parking restrictions - even number address,6TH AVE NE,271124482169,2,44.993687,-93.262706
-93.2746620002511,44.9639909996849,169,Howard,2024,1,142 19TH ST E,142,Central,2,2024/12/20 00:00:00+00,Steven's Square - Loring Heights,478.1000(B),Snow emergency parking restrictions - even number address,19TH ST E,271124477625,3,44.963991,-93.274662
-93.2492599997491,44.9909069998582,170,Howard,2024,1,144 8TH ST SE,144,University,1,2024/12/19 00:00:00+00,Marcy Holmes,478.1000(A),Snow emergency parking restrictions - snow emergency route,8TH ST SE,271124485292,2,44.990907,-93.24926
-93.2627610000201,44.9937539998473,171,Howard,2024,1,145 6TH AVE NE,145,Northeast,3,2024/12/21 00:00:00+00,St. Anthony West,478.1000(C),Snow emergency parking restrictions - odd number address,6TH AVE NE,271124482893,2,44.993754,-93.262761
-93.2746460004125,44.9651940003029,172,Howard,2024,1,145 18TH ST E,145,Central,3,2024/12/21 00:00:00+00,Steven's Square - Loring Heights,478.1000(C),Snow emergency parking restrictions - odd number address,18TH ST E,271124491171,3,44.965194,-93.274646
-93.2746469995594,44.9639440002155,173,Howard,2024,1,145 19TH ST E,145,Central,3,2024/12/21 00:00:00+00,Steven's Square - Loring Heights,478.1000(C),Snow emergency parking restrictions - odd number address,19TH ST E,271124484664,3,44.963944,-93.274647
-93.2680029998385,45.0020120002537,174,Howard,2024,1,146 14TH AVE NE,146,Northeast,2,2024/12/20 00:00:00+00,Sheridan,478.1000(B),Snow emergency parking restrictions - even number address,14TH AVE NE,271124482184,2,45.002012,-93.268003
-93.2745220000902,44.9640180000307,175,Howard,2024,1,146 19TH ST E,146,Central,2,2024/12/20 00:00:00+00,Steven's Square - Loring Heights,478.1000(B),Snow emergency parking restrictions - even number address,19TH ST E,271124477626,3,44.964018,-93.274522
-93.2746539998822,44.9652039998647,176,Howard,2024,1,147 18TH ST E,147,Central,3,2024/12/21 00:00:00+00,Steven's Square - Loring Heights,478.1000(C),Snow emergency parking restrictions - odd number address,18TH ST E,271124491170,3,44.965204,-93.274654
-93.2744630000674,44.9639499995928,177,Howard,2024,1,147 19TH ST E,147,Central,3,2024/12/21 00:00:00+00,Steven's Square - Loring Heights,478.1000(C),Snow emergency parking restrictions - odd number address,19TH ST E,271124484665,3,44.96395,-93.274463
-93.274692999882,44.9639830002154,178,Howard,2024,1,148 19TH ST E,148,Central,2,2024/12/20 00:00:00+00,Steven's Square - Loring Heights,478.1000(B),Snow emergency parking restrictions - even number address,19TH ST E,271124485374,3,44.963983,-93.274693
-93.2654429995947,44.9980619997615,179,Howard,2024,1,149 10TH AVE NE,149,Northeast,3,2024/12/21 00:00:00+00,St. Anthony West,478.1000(C),Snow emergency parking restrictions - odd number address,10TH AVE NE,271124482902,2,44.998062,-93.265443
-93.2745820001592,44.9652130002798,180,Howard,2024,1,149 18TH ST E,149,Central,3,2024/12/21 00:00:00+00,Steven's Square - Loring Heights,478.1000(C),Snow emergency parking restrictions - odd number address,18TH ST E,271124491169,3,44.965213,-93.274582
-93.2745220000902,44.965257999657,181,Howard,2024,1,150 18TH ST E,150,Central,2,2024/12/20 00:00:00+00,Steven's Square - Loring Heights,478.1000(B),Snow emergency parking restrictions - even number address,18TH ST E,271124489111,3,44.965258,-93.274522
-93.2745329996981,44.9652530003257,182,Howard,2024,1,152 18TH ST E,152,Central,2,2024/12/20 00:00:00+00,Steven's Square - Loring Heights,478.1000(B),Snow emergency parking restrictions - even number address,18TH ST E,271124489112,3,44.965253,-93.274533
-93.2744349996755,44.9652039998647,183,Howard,2024,1,153 18TH ST E,153,Central,3,2024/12/21 00:00:00+00,Steven's Square - Loring Heights,478.1000(C),Snow emergency parking restrictions - odd number address,18TH ST E,271124491168,3,44.965204,-93.274435
-93.2743290001832,44.9652019997725,184,Howard,2024,1,155 18TH ST E,155,Central,3,2024/12/21 00:00:00+00,Steven's Square - Loring Heights,478.1000(C),Snow emergency parking restrictions - odd number address,18TH ST E,271124491167,3,44.965202,-93.274329
-93.2742569995609,44.9652229998416,185,Howard,2024,1,157 18TH ST E,157,Central,3,2024/12/21 00:00:00+00,Steven's Square - Loring Heights,478.1000(C),Snow emergency parking restrictions - odd number address,18TH ST E,271124491166,3,44.965223,-93.274257
-93.274358999768,44.9652589997031,186,Howard,2024,1,158 18TH ST E,158,Central,2,2024/12/20 00:00:00+00,Steven's Square - Loring Heights,478.1000(B),Snow emergency parking restrictions - even number address,18TH ST E,271124489309,3,44.965259,-93.274359
-93.2670200003727,45.0030850002726,187,Howard,2024,1,161 15TH AVE NE,161,Northeast,3,2024/12/21 00:00:00+00,Sheridan,478.1000(C),Snow emergency parking restrictions - odd number address,15TH AVE NE,271124484009,2,45.003085,-93.26702
-93.276595000359,44.9640420002382,188,Howard,2024,1,180 1ST AVE N,180,Central,1,2024/12/20 00:00:00+00,Steven's Square - Loring Heights,478.1000(A),Snow emergency parking restrictions - snow emergency route,1ST AVE N,271124416773,3,44.964042,-93.276595
-93.2835809996633,44.9652090000953,189,Howard,2024,1,196 CLIFTON AVE1,196,Central,2,2024/12/20 00:00:00+00,Loring Park,478.1000(B),Snow emergency parking restrictions - even number address,CLIFTON AVE1,271124487112,3,44.965209,-93.283581
