OBJECTID,Snow_Emerg,Snow_Eme_1,Snow_Eme_2,Citation_N,Date,Time,Date___Tim,Address,Latitude,Longitude,Ordinance_,Violation,Ward,Neighborho,Community,Day,Tow_Zone,x,y
105,Northrop,2022-2023,4,271123316322,1/5/23 12:00 AM,8:40 AM,1/5/23 8:40 AM,1422 SPRUCE PLACE,44.968347,-93.28082,478.1000(b),Snow emergency parking restrictions - even number address,7,Loring Park,Central,2,3,-10383973.3831838,5616539.74486523
106,Northrop,2022-2023,4,271123316321,1/5/23 12:00 AM,8:38 AM,1/5/23 8:38 AM,1422 SPRUCE PLACE,44.968194,-93.280836,478.1000(b),Snow emergency parking restrictions - even number address,7,Loring Park,Central,2,3,-10383975.1642777,5616515.67149623
107,Northrop,2022-2023,4,271123316320,1/5/23 12:00 AM,8:36 AM,1/5/23 8:36 AM,1426 SPRUCE PLACE,44.968033,-93.280874,478.1000(b),Snow emergency parking restrictions - even number address,7,Loring Park,Central,2,3,-10383979.3944132,5616490.33939911
108,Northrop,2022-2023,4,271123316319,1/5/23 12:00 AM,8:35 AM,1/5/23 8:35 AM,1428 SPRUCE PLACE,44.967999,-93.280931,478.1000(b),Snow emergency parking restrictions - even number address,7,Loring Park,Central,2,3,-10383985.7396164,5616484.98981673
109,Northrop,2022-2023,4,271123316318,1/5/23 12:00 AM,8:34 AM,1/5/23 8:34 AM,1430 SPRUCE PLACE,44.967845,-93.280876,478.1000(b),Snow emergency parking restrictions - even number address,7,Loring Park,Central,2,3,-10383979.6170624,5616460.75924526
110,Northrop,2022-2023,4,271123316317,1/5/23 12:00 AM,8:26 AM,1/5/23 8:26 AM,106 14TH ST E,44.968866,-93.27955,478.1000(b),Snow emergency parking restrictions - even number address,7,Loring Park,Central,2,3,-10383832.0074182,5616621.40600692
111,Northrop,2022-2023,4,271123316316,1/5/23 12:00 AM,8:25 AM,1/5/23 8:25 AM,116 14TH ST E,44.968911,-93.279908,478.1000(b),Snow emergency parking restrictions - even number address,7,Loring Park,Central,2,3,-10383871.8598317,5616628.4865358
112,Northrop,2022-2023,4,271123316315,1/5/23 12:00 AM,8:22 AM,1/5/23 8:22 AM,124 14TH ST E,44.968838,-93.280359,478.1000(b),Snow emergency parking restrictions - even number address,7,Loring Park,Central,2,3,-10383922.0649347,5616617.00045422
113,Northrop,2022-2023,4,271123316314,1/5/23 12:00 AM,8:20 AM,1/5/23 8:20 AM,124 14TH ST E,44.968876,-93.280346,478.1000(b),Snow emergency parking restrictions - even number address,7,Loring Park,Central,2,3,-10383920.6177146,5616622.97952019
114,Northrop,2022-2023,4,271123316313,1/5/23 12:00 AM,8:19 AM,1/5/23 8:19 AM,128 14TH ST E,44.968874,-93.280487,478.1000(b),Snow emergency parking restrictions - even number address,7,Loring Park,Central,2,3,-10383936.3137858,5616622.66481751
115,Northrop,2022-2023,4,271123316312,1/5/23 12:00 AM,8:18 AM,1/5/23 8:18 AM,130 14TH ST E,44.968882,-93.280563,478.1000(b),Snow emergency parking restrictions - even number address,7,Loring Park,Central,2,3,-10383944.7740568,5616623.92362829
116,Northrop,2022-2023,4,271123316311,1/5/23 12:00 AM,8:16 AM,1/5/23 8:16 AM,200 14TH ST E,44.968767,-93.281034,478.1000(b),Snow emergency parking restrictions - even number address,7,Loring Park,Central,2,3,-10383997.2055522,5616605.82894783
117,Northrop,2022-2023,4,271123316310,1/5/23 12:00 AM,12:53 AM,1/5/23 12:53 AM,514 CEDAR LAKE RD N,44.972257,-93.311703,478.1000(a),Snow emergency parking restrictions - snow emergency route,7,Bryn - Mawr,Calhoun Isle,1,3,-10387411.2629791,5617154.97546226
118,Northrop,2022-2023,4,271123316309,1/5/23 12:00 AM,12:51 AM,1/5/23 12:51 AM,512 CEDAR LAKE RD N,44.972245,-93.311701,478.1000(a),Snow emergency parking restrictions - snow emergency route,7,Bryn - Mawr,Calhoun Isle,1,3,-10387411.0403298,5617153.08727656
119,Northrop,2022-2023,4,271123316307,1/5/23 12:00 AM,12:48 AM,1/5/23 12:48 AM,429 CEDAR LAKE RD N,44.973143,-93.309777,478.1000(a),Snow emergency parking restrictions - snow emergency route,7,Bryn - Mawr,Calhoun Isle,1,3,-10387196.8616637,5617294.39167774
120,Northrop,2022-2023,4,271123316306,1/5/23 12:00 AM,12:44 AM,1/5/23 12:44 AM,310 CEDAR LAKE RD N,44.97422,-93.307437,478.1000(a),Snow emergency parking restrictions - snow emergency route,7,Bryn - Mawr,Calhoun Isle,1,3,-10386936.3740563,5617463.86548852
121,Northrop,2022-2023,4,271123316305,1/5/23 12:00 AM,12:41 AM,1/5/23 12:41 AM,12 CEDAR LAKE RD N,44.977675,-93.302503,478.1000(a),Snow emergency parking restrictions - snow emergency route,5,Harrison,Near North,1,3,-10386387.1236882,5618007.55635983
122,Northrop,2022-2023,4,271123316304,1/5/23 12:00 AM,12:40 AM,1/5/23 12:40 AM,13 CEDAR LAKE RD N,44.977706,-93.302498,478.1000(a),Snow emergency parking restrictions - snow emergency route,5,Harrison,Near North,1,3,-10386386.5670651,5618012.43471814
123,Northrop,2022-2023,4,271123316303,1/5/23 12:00 AM,12:38 AM,1/5/23 12:38 AM,149 CEDAR LAKE RD N,44.978426,-93.30168,478.1000(a),Snow emergency parking restrictions - snow emergency route,5,Harrison,Near North,1,3,-10386295.5077271,5618125.74060352
124,Northrop,2022-2023,4,271123316302,1/5/23 12:00 AM,12:37 AM,1/5/23 12:37 AM,153 CEDAR LAKE RD N,44.978525,-93.301558,478.1000(a),Snow emergency parking restrictions - snow emergency route,5,Harrison,Near North,1,3,-10386281.9268238,5618141.32028641
125,Northrop,2022-2023,4,271123316301,1/5/23 12:00 AM,12:36 AM,1/5/23 12:36 AM,155 CEDAR LAKE RD N,44.978593,-93.301512,478.1000(a),Snow emergency parking restrictions - snow emergency route,5,Harrison,Near North,1,3,-10386276.8060913,5618152.02155979
126,Northrop,2022-2023,4,271123316300,1/5/23 12:00 AM,12:34 AM,1/5/23 12:34 AM,157 CEDAR LAKE RD N,44.978532,-93.301527,478.1000(a),Snow emergency parking restrictions - snow emergency route,5,Harrison,Near North,1,3,-10386278.4758605,5618142.4219312
127,Northrop,2022-2023,4,271123316299,1/5/23 12:00 AM,12:32 AM,1/5/23 12:32 AM,226 CEDAR LAKE RD N,44.980003,-93.299757,478.1000(a),Snow emergency parking restrictions - snow emergency route,5,Harrison,Near North,1,3,-10386081.4403857,5618373.91694304
128,Northrop,2022-2023,4,271123316298,1/5/23 12:00 AM,12:31 AM,1/5/23 12:31 AM,223 CEDAR LAKE RD N,44.980061,-93.299813,478.1000(a),Snow emergency parking restrictions - snow emergency route,5,Harrison,Near North,1,3,-10386087.6742643,5618383.0446718
129,Northrop,2022-2023,4,271123316297,1/5/23 12:00 AM,12:13 AM,1/5/23 12:13 AM,516 3RD AVE N,44.98079,-93.286128,478.1000(a),Snow emergency parking restrictions - snow emergency route,5,North Loop,Central,1,3,-10384564.2670592,5618497.77166726
130,Northrop,2022-2023,4,271123316296,1/4/23 12:00 AM,11:49 PM,1/4/23 11:49 PM,619 15TH ST E,44.968039,-93.266196,478.1000(a),Snow emergency parking restrictions - snow emergency route,6,Elliot Park,Central,1,3,-10382345.4469618,5616491.28349333
131,Northrop,2022-2023,4,271123316295,1/4/23 12:00 AM,11:47 PM,1/4/23 11:47 PM,618 15TH ST E,44.968092,-93.266368,478.1000(a),Snow emergency parking restrictions - snow emergency route,7,Elliot Park,Central,1,3,-10382364.5938962,5616499.62257206
132,Northrop,2022-2023,4,271123316294,1/4/23 12:00 AM,11:45 PM,1/4/23 11:45 PM,615 15TH ST E,44.968083,-93.266502,478.1000(a),Snow emergency parking restrictions - snow emergency route,7,Elliot Park,Central,1,3,-10382379.5106951,5616498.20657095
133,Northrop,2022-2023,4,271123316293,1/4/23 12:00 AM,11:43 PM,1/4/23 11:43 PM,613 15TH ST E,44.968079,-93.266772,478.1000(a),Snow emergency parking restrictions - snow emergency route,7,Elliot Park,Central,1,3,-10382409.5669421,5616497.57717432
134,Northrop,2022-2023,4,271123316292,1/4/23 12:00 AM,11:41 PM,1/4/23 11:41 PM,610 15TH ST E,44.968111,-93.266965,478.1000(a),Snow emergency parking restrictions - snow emergency route,7,Elliot Park,Central,1,3,-10382431.0515934,5616502.61206566
135,Northrop,2022-2023,4,271123316291,1/4/23 12:00 AM,11:34 PM,1/4/23 11:34 PM,602 15TH ST E,44.968098,-93.2674,478.1000(a),Snow emergency parking restrictions - snow emergency route,7,Elliot Park,Central,1,3,-10382479.4756025,5616500.56666725
136,Northrop,2022-2023,4,271123316290,1/4/23 12:00 AM,11:32 PM,1/4/23 11:32 PM,605 15TH ST E,44.968094,-93.267202,478.1000(a),Snow emergency parking restrictions - snow emergency route,7,Elliot Park,Central,1,3,-10382457.4343281,5616499.93727044
137,Northrop,2022-2023,4,271123316289,1/4/23 12:00 AM,11:26 PM,1/4/23 11:26 PM,426 15TH ST W,44.968312,-93.285501,478.1000(a),Snow emergency parking restrictions - snow emergency route,7,Loring Park,Central,1,3,-10384494.4697233,5616534.23790378
138,Northrop,2022-2023,4,271123316288,1/4/23 12:00 AM,11:24 PM,1/4/23 11:24 PM,422 15TH ST W,44.968235,-93.285239,478.1000(a),Snow emergency parking restrictions - snow emergency route,7,Loring Park,Central,1,3,-10384465.3039732,5616522.1225438
139,Northrop,2022-2023,4,271123316287,1/4/23 12:00 AM,11:19 PM,1/4/23 11:19 PM,28 15TH ST W,44.967786,-93.279138,478.1000(a),Snow emergency parking restrictions - snow emergency route,7,Loring Park,Central,1,3,-10383786.1437753,5616451.47611228
140,Northrop,2022-2023,4,271123316286,1/4/23 12:00 AM,11:18 PM,1/4/23 11:18 PM,28 15TH ST W,44.967791,-93.279155,478.1000(a),Snow emergency parking restrictions - snow emergency route,7,Loring Park,Central,1,3,-10383788.0361938,5616452.26271258
141,Northrop,2022-2023,4,271123316285,1/4/23 12:00 AM,11:16 PM,1/4/23 11:16 PM,26 15TH ST W,44.967746,-93.278904,478.1000(a),Snow emergency parking restrictions - snow emergency route,7,Loring Park,Central,1,3,-10383760.0950146,5616445.18246345
142,Northrop,2022-2023,4,271123316284,1/4/23 12:00 AM,11:13 PM,1/4/23 11:13 PM,28 15TH ST W,44.96777,-93.278755,478.1000(a),Snow emergency parking restrictions - snow emergency route,7,Loring Park,Central,1,3,-10383743.5084465,5616448.95868052
143,Northrop,2022-2023,4,271123316283,1/4/23 12:00 AM,11:12 PM,1/4/23 11:12 PM,6 15TH ST W,44.967753,-93.278587,478.1000(a),Snow emergency parking restrictions - snow emergency route,7,Loring Park,Central,1,3,-10383724.8067105,5616446.2837597
144,Northrop,2022-2023,4,271123316282,1/4/23 12:00 AM,11:02 PM,1/4/23 11:02 PM,14 15TH ST E,44.967797,-93.277053,478.1000(a),Snow emergency parking restrictions - snow emergency route,7,Loring Park,Central,1,3,-10383554.0426456,5616453.20680281
145,Northrop,2022-2023,4,271123316281,1/4/23 12:00 AM,11:00 PM,1/4/23 11:00 PM,16 15TH ST E,44.967782,-93.277266,478.1000(a),Snow emergency parking restrictions - snow emergency route,7,Loring Park,Central,1,3,-10383577.7536894,5616450.84671891
146,Northrop,2022-2023,4,271123316280,1/4/23 12:00 AM,10:59 PM,1/4/23 10:59 PM,20 15TH ST E,44.967711,-93.276906,478.1000(a),Snow emergency parking restrictions - snow emergency route,7,Loring Park,Central,1,3,-10383537.6787267,5616439.67555969
147,Northrop,2022-2023,4,271123316279,1/4/23 12:00 AM,10:52 PM,1/4/23 10:52 PM,9 15TH ST W,44.96771,-93.278094,478.1000(a),Snow emergency parking restrictions - snow emergency route,7,Loring Park,Central,1,3,-10383669.9262736,5616439.51821154
148,Northrop,2022-2023,4,271123316278,1/4/23 12:00 AM,10:49 PM,1/4/23 10:49 PM,17 15TH ST W,44.967793,-93.278388,478.1000(a),Snow emergency parking restrictions - snow emergency route,7,Loring Park,Central,1,3,-10383702.6542115,5616452.57740931
149,Northrop,2022-2023,4,271123316277,1/4/23 12:00 AM,10:47 PM,1/4/23 10:47 PM,19 15TH ST W,44.967701,-93.279033,478.1000(a),Snow emergency parking restrictions - snow emergency route,7,Loring Park,Central,1,3,-10383774.4552904,5616438.10207838
150,Northrop,2022-2023,4,271123316276,1/4/23 12:00 AM,10:15 PM,1/4/23 10:15 PM,19 24TH ST E,44.959203,-93.276823,478.1000(a),Snow emergency parking restrictions - snow emergency route,10,Whittier,Powderhorn,1,3,-10383528.4391834,5615101.11849899
151,Northrop,2022-2023,4,271123316275,1/4/23 12:00 AM,10:14 PM,1/4/23 10:14 PM,17 24TH ST E,44.959195,-93.276883,478.1000(a),Snow emergency parking restrictions - snow emergency route,10,Whittier,Powderhorn,1,3,-10383535.1183605,5615099.85990059
152,Northrop,2022-2023,4,271123316274,1/4/23 12:00 AM,10:06 PM,1/4/23 10:06 PM,1310 24TH ST W,44.959148,-93.296057,478.1000(a),Snow emergency parking restrictions - snow emergency route,7,East Isles,Calhoun Isle,1,3,-10385669.558297,5615092.46606294
153,Northrop,2022-2023,4,271123316273,1/4/23 12:00 AM,10:04 PM,1/4/23 10:04 PM,1516 24TH ST W,44.959178,-93.299116,478.1000(a),Snow emergency parking restrictions - snow emergency route,7,East Isles,Calhoun Isle,1,3,-10386010.0846052,5615097.18552104
154,Northrop,2022-2023,4,271123316272,1/4/23 12:00 AM,9:50 PM,1/4/23 9:50 PM,1800 IRVING AVE S,44.96536,-93.299486,478.1000(a),Snow emergency parking restrictions - snow emergency route,7,Lowry Hill,Calhoun Isle,1,3,-10386051.2728141,5616069.77463094
155,Northrop,2022-2023,4,271123316271,1/4/23 12:00 AM,9:45 PM,1/4/23 9:45 PM,2219 IRVING AVE S,44.960177,-93.299752,478.1000(a),Snow emergency parking restrictions - snow emergency route,7,East Isles,Calhoun Isle,1,3,-10386080.8837626,5615254.34709206
156,Northrop,2022-2023,4,271123316270,1/4/23 12:00 AM,9:44 PM,1/4/23 9:44 PM,2315 IRVING AVE S,44.959581,-93.299713,478.1000(a),Snow emergency parking restrictions - snow emergency route,7,East Isles,Calhoun Isle,1,3,-10386076.5423024,5615160.58464406
157,Northrop,2022-2023,4,271123316269,1/4/23 12:00 AM,9:40 PM,1/4/23 9:40 PM,2412 IRVING AVE S,44.958945,-93.29979,478.1000(a),Snow emergency parking restrictions - snow emergency route,7,East Isles,Calhoun Isle,1,3,-10386085.1138981,5615060.53062809
158,Northrop,2022-2023,4,271123316268,1/4/23 12:00 AM,9:36 PM,1/4/23 9:36 PM,2437 IRVING AVE S,44.957702,-93.299765,478.1000(a),Snow emergency parking restrictions - snow emergency route,7,East Isles,Calhoun Isle,1,3,-10386082.3308826,5614864.9879393
159,Northrop,2022-2023,4,271123316267,1/4/23 12:00 AM,9:34 PM,1/4/23 9:34 PM,2720 IRVING AVE S,44.953039,-93.301122,478.1000(a),Snow emergency parking restrictions - snow emergency route,7,East Isles,Calhoun Isle,1,3,-10386233.39149,5614131.46514959
160,Northrop,2022-2023,4,271123316266,1/4/23 12:00 AM,9:32 PM,1/4/23 9:32 PM,2727 IRVING AVE S,44.952727,-93.301209,478.1000(a),Snow emergency parking restrictions - snow emergency route,7,East Isles,Calhoun Isle,1,3,-10386243.0762318,5614082.38747756
161,Northrop,2022-2023,4,271123316265,1/4/23 12:00 AM,9:31 PM,1/4/23 9:31 PM,2805 IRVING AVE S,44.952368,-93.301541,478.1000(a),Snow emergency parking restrictions - snow emergency route,7,East Isles,Calhoun Isle,1,3,-10386280.0343051,5614025.91696675
162,Northrop,2022-2023,4,271123316264,1/4/23 12:00 AM,9:25 PM,1/4/23 9:25 PM,2844 IRVING AVE S,44.951059,-93.302155,478.1000(a),Snow emergency parking restrictions - snow emergency route,7,East Isles,Calhoun Isle,1,3,-10386348.384521,5613820.0151422
163,Northrop,2022-2023,4,271123316263,1/4/23 12:00 AM,9:22 PM,1/4/23 9:22 PM,2860 IRVING AVE S,44.950666,-93.302112,478.1000(a),Snow emergency parking restrictions - snow emergency route,7,East Isles,Calhoun Isle,1,3,-10386343.5977624,5613758.19844747
164,Northrop,2022-2023,4,271123316262,1/4/23 12:00 AM,9:19 PM,1/4/23 9:19 PM,2882 IRVING AVE S,44.949739,-93.302205,478.1000(a),Snow emergency parking restrictions - snow emergency route,7,East Isles,Calhoun Isle,1,3,-10386353.9504519,5613612.38786742
165,Northrop,2022-2023,4,271123316261,1/4/23 12:00 AM,9:15 PM,1/4/23 9:15 PM,3109 IRVING AVE S,44.94606,-93.302166,478.1000(a),Snow emergency parking restrictions - snow emergency route,10,East Bde Maka Ska,Calhoun Isle,1,5,-10386349.6089918,5613033.73061065
166,Northrop,2022-2023,4,271123316260,1/4/23 12:00 AM,9:12 PM,1/4/23 9:12 PM,3117 IRVING AVE S,44.945849,-93.302152,478.1000(a),Snow emergency parking restrictions - snow emergency route,10,East Bde Maka Ska,Calhoun Isle,1,5,-10386348.0505471,5613000.54429355
167,Northrop,2022-2023,4,271123316259,1/4/23 12:00 AM,9:11 PM,1/4/23 9:11 PM,3123 IRVING AVE S,44.945661,-93.302136,478.1000(a),Snow emergency parking restrictions - snow emergency route,10,East Bde Maka Ska,Calhoun Isle,1,5,-10386346.2694533,5612970.97543175
168,Northrop,2022-2023,4,271123316258,1/4/23 12:00 AM,9:05 PM,1/4/23 9:05 PM,3527 IRVING AVE S,44.938747,-93.302206,478.1000(a),Snow emergency parking restrictions - snow emergency route,10,East Bde Maka Ska,Calhoun Isle,1,5,-10386354.0617765,5611883.60401142
169,Northrop,2022-2023,4,271123316041,1/5/23 12:00 AM,3:16 AM,1/5/23 3:16 AM,3112 BLOOMINGTON AVE S,45.035037,-93.281455,478.1000(a),Snow emergency parking restrictions - snow emergency route,1,Columbia Park,Northeast,1,2,-10384044.0710165,5627039.03225994
170,Northrop,2022-2023,4,271123316040,1/5/23 12:00 AM,1:47 AM,1/5/23 1:47 AM,3906 MINNEHAHA AVE S,44.932061,-93.222469,478.1000(a),Snow emergency parking restrictions - snow emergency route,12,Howe,Longfellow,1,6,-10377477.7795655,5610832.21485117
171,Northrop,2022-2023,4,271123316039,1/5/23 12:00 AM,1:43 AM,1/5/23 1:43 AM,3674 MINNEHAHA AVE S,44.936357,-93.225552,478.1000(a),Snow emergency parking restrictions - snow emergency route,12,Howe,Longfellow,1,6,-10377820.9775646,5611507.75676884
172,Northrop,2022-2023,4,271123316038,1/5/23 12:00 AM,1:38 AM,1/5/23 1:38 AM,3439 MINNEHAHA AVE S,44.940378,-93.228512,478.1000(a),Snow emergency parking restrictions - snow emergency route,12,Howe,Longfellow,1,6,-10378150.4832355,5612140.10111005
173,Northrop,2022-2023,4,271123316037,1/5/23 12:00 AM,1:34 AM,1/5/23 1:34 AM,3275 MINNEHAHA AVE S,44.943443,-93.230634,478.1000(a),Snow emergency parking restrictions - snow emergency route,2,Longfellow,Longfellow,1,6,-10378386.7031761,5612622.13419149
174,Northrop,2022-2023,4,271123316036,1/5/23 12:00 AM,1:17 AM,1/5/23 1:17 AM,3091 MINNEHAHA AVE S,44.945905,-93.232445,478.1000(a),Snow emergency parking restrictions - snow emergency route,2,Longfellow,Longfellow,1,6,-10378588.3028605,5613009.35201318
175,Northrop,2022-2023,4,271123316035,1/5/23 12:00 AM,1:15 AM,1/5/23 1:15 AM,3091 MINNEHAHA AVE S,44.945958,-93.2325,478.1000(a),Snow emergency parking restrictions - snow emergency route,9,Longfellow,Longfellow,1,6,-10378594.4254145,5613017.68787588
176,Northrop,2022-2023,4,271123316034,1/5/23 12:00 AM,1:14 AM,1/5/23 1:14 AM,3091 MINNEHAHA AVE S,44.946169,-93.23266,478.1000(a),Snow emergency parking restrictions - snow emergency route,9,Longfellow,Longfellow,1,6,-10378612.2364533,5613050.874256
177,Northrop,2022-2023,4,271123316033,1/5/23 12:00 AM,1:13 AM,1/5/23 1:13 AM,3091 MINNEHAHA AVE S,44.946168,-93.232662,478.1000(a),Snow emergency parking restrictions - snow emergency route,9,Longfellow,Longfellow,1,6,-10378612.4591026,5613050.71696691
178,Northrop,2022-2023,4,271123316032,1/5/23 12:00 AM,1:09 AM,1/5/23 1:09 AM,2968 LAKE ST E,44.948326,-93.229123,478.1000(a),Snow emergency parking restrictions - snow emergency route,2,Longfellow,Longfellow,1,6,-10378218.4994775,5613390.13762836
179,Northrop,2022-2023,4,271123316031,1/5/23 12:00 AM,1:07 AM,1/5/23 1:07 AM,2968 LAKE ST E,44.94836,-93.228787,478.1000(a),Snow emergency parking restrictions - snow emergency route,2,Longfellow,Longfellow,1,6,-10378181.0961057,5613395.4853769
180,Northrop,2022-2023,4,271123316030,1/5/23 12:00 AM,1:03 AM,1/5/23 1:03 AM,3567 LAKE ST E,44.948315,-93.221212,478.1000(a),Snow emergency parking restrictions - snow emergency route,2,Longfellow,Longfellow,1,6,-10377337.85102,5613388.40738356
181,Northrop,2022-2023,4,271123316029,1/5/23 12:00 AM,1:00 AM,1/5/23 1:00 AM,3687 LAKE ST E,44.948317,-93.21952,478.1000(a),Snow emergency parking restrictions - snow emergency route,2,Longfellow,Longfellow,1,6,-10377149.4983653,5613388.72197351
182,Northrop,2022-2023,4,271123316028,1/5/23 12:00 AM,12:58 AM,1/5/23 12:58 AM,3788 LAKE ST E,44.948337,-93.218453,478.1000(a),Snow emergency parking restrictions - snow emergency route,2,Longfellow,Longfellow,1,6,-10377030.7204974,5613391.86773203
