OBJECTID,Call_Taken,Customer,Location,Latitude,Longitude,Ward,Neighborhood,Community,Day,TowDist,x,y
167,01/13/2017 01:02pm,Snow Emergency,"861 23rd ave se,Minneapolis,MN",44.985457,-93.220341,2,Como,University,3,4,542175.802639703,170903.638234491
168,01/13/2017 01:11pm,Snow Emergency,"865 23rd Ave SE ,Minneapolis,MN",44.985553,-93.22034,2,Como,University,3,4,542175.990989111,170938.642101302
169,01/13/2017 01:16pm,Snow Emergency,"1025 21st Ave se,Minneapolis,MN",44.98867,-93.22323,1,Como,University,3,4,541425.932472406,172073.667005205
170,01/13/2017 01:17pm,Snow Emergency,"2221 cole ave se,Minneapolis,MN",44.987222,-93.220989,2,Como,University,3,4,542006.837127657,171546.853077433
171,01/13/2017 01:17pm,Snow Emergency,"929 22nd Ave se,Minneapolis,MN",44.987513,-93.221575,2,Como,University,3,4,541854.997100431,171652.653767873
172,01/13/2017 01:25pm,Snow Emergency,"1019 20th Avenue Southeast ,Minneapolis,MN",44.988438,-93.224488,1,Como,University,3,4,541100.597453225,171988.434783986
173,01/13/2017 01:26pm,Snow Emergency,"867 23rd ave se ,Minneapolis,MN",44.985612,-93.220652,2,Como,University,3,4,542095.215094809,170959.992331965
174,01/13/2017 01:30pm,Snow Emergency,"1517 brook Ave se,Minneapolis,MN",44.986599,-93.229599,2,Como,University,3,4,539779.420763345,171315.349820477
175,01/13/2017 01:33pm,Snow Emergency,"847 25th Ave se,Minneapolis,MN",44.985061,-93.218105,2,Como,University,3,4,542754.682312182,170760.421246261
176,01/13/2017 01:35pm,Snow Emergency,"911 27TH AVE SE,Minneapolis,MN",44.987089,-93.215515,2,Como,University,3,4,543423.341137535,171501.244975017
177,01/13/2017 01:54pm,Snow Emergency,"2301 cole ave se,Minneapolis,MN",44.986848,-93.219915,2,Como,University,3,4,542285.010928998,171411.04439088
178,01/13/2017 01:58pm,Snow Emergency,"1031 27th Avenue Southeast ,Minneapolis,MN",44.988961,-93.215525,1,Como,University,3,4,543419.339944771,172183.805566649
179,01/13/2017 02:14pm,Snow Emergency,"2127 fairmont st se,Minneapolis,MN",44.986081,-93.222524,2,Como,University,3,4,541610.479966634,171130.031350677
180,01/13/2017 02:54pm,Snow Emergency,"951 weeks ave se,Minneapolis,MN",44.987515,-93.218928,2,Como,University,3,4,542539.906339946,171654.761726686
181,01/13/2017 08:47am,Snow Emergency,"2739 40 th ave s,Minneapolis,MN",44.952519,-93.215268,2,Cooper,Longfellow,3,4,543513.401142872,158896.552001437
182,01/12/2017 02:14am,Snow Emergency,"2103 31st st e,Minneapolis,MN",44.946545,-93.24221,9,Corcoran,Powderhorn,2,6,536541.713007805,156705.022456991
183,01/12/2017 05:34am,Snow Emergency,"3434 23rd ave s,Minneapolis,MN",44.940094,-93.239202,9,Corcoran,Powderhorn,2,6,537324.772049997,154354.255152299
184,01/12/2017 10:26am,Snow Emergency,"3316 Longfellow ave s,Minneapolis,MN",44.94226,-93.246341,9,Corcoran,Powderhorn,2,6,535474.697130964,155140.806016276
185,01/12/2017 11:49am,Snow Emergency,"3528 19th ave so,Minneapolis,MN",44.938473,-93.245082,9,Corcoran,Powderhorn,2,6,535803.075935054,153760.558997098
186,01/12/2017 11:57am,Snow Emergency,"3520 19th ave so,Minneapolis,MN",44.938699,-93.245171,9,Corcoran,Powderhorn,2,6,535779.887119603,153842.92273594
187,01/12/2017 12:28pm,Snow Emergency,"3108 22nd ave s,Minneapolis,MN",44.946209,-93.240646,9,Corcoran,Powderhorn,2,6,536946.902111177,156583.220639763
188,01/12/2017 12:36pm,Snow Emergency,"3546 22nd ave s,Minneapolis,MN",44.937997,-93.241046,9,Corcoran,Powderhorn,2,6,536848.586577027,153588.811357064
189,01/12/2017 01:04pm,Snow Emergency,"3128 22nd ave s,Minneapolis,MN",44.94571,-93.241119,9,Corcoran,Powderhorn,2,6,536824.744779709,156401.061900828
190,01/12/2017 01:17pm,Snow Emergency,"3122 22nd ave s,Minneapolis,MN",44.945831,-93.241117,9,Corcoran,Powderhorn,2,6,536825.185233949,156445.181445724
191,01/12/2017 01:18pm,Snow Emergency,"3116 19th ave so,Minneapolis,MN",44.945882,-93.245138,9,Corcoran,Powderhorn,2,6,535783.96557916,156461.974889199
192,01/12/2017 01:25pm,Snow Emergency,"3106 22nd ave so,Minneapolis,MN",44.946267,-93.24097,9,Corcoran,Powderhorn,2,6,536862.969828897,156604.220787043
193,01/12/2017 01:40pm,Snow Emergency,"3118 22nd ave s,Minneapolis,MN",44.945925,-93.240645,9,Corcoran,Powderhorn,2,6,536947.343435341,156479.670214695
194,01/12/2017 02:17pm,Snow Emergency,"3212 21st ave s,Minneapolis,MN",44.944158,-93.242619,9,Corcoran,Powderhorn,2,6,536437.320528442,155834.499110136
195,01/12/2017 02:27pm,Snow Emergency,"3508 26TH AVE S,Minneapolis,MN",44.939209,-93.234958,9,Corcoran,Powderhorn,2,6,538424.403332598,154033.553998844
196,01/12/2017 02:30pm,Snow Emergency,"3116 22nd ave s,Minneapolis,MN",44.945971,-93.241121,9,Corcoran,Powderhorn,2,6,536824.059832445,156496.225637121
197,01/12/2017 03:25pm,Snow Emergency,"1838 32nd Street East,Minneapolis,MN",44.944757,-93.246428,9,Corcoran,Powderhorn,2,6,535450.629776862,156051.21455427
198,01/12/2017 03:47pm,Snow Emergency,"3504 27th ave so,Minneapolis,MN",44.939273,-93.23342,9,Corcoran,Powderhorn,2,6,538822.651831841,154057.622724873
199,01/13/2017 09:58am,Snow Emergency,"3205 21st ave s,Minneapolis,MN",44.944438,-93.242007,9,Corcoran,Powderhorn,3,6,536595.616911925,155936.867607932
200,01/13/2017 10:15am,Snow Emergency,"3021 21st Ave. S. ,Minneapolis,MN",44.947037,-93.242308,9,Corcoran,Powderhorn,3,6,536516.025171228,156884.369583671
201,01/13/2017 10:20am,Snow Emergency,"3015 21st Avenue South,Minneapolis,MN",44.947298,-93.242308,9,Corcoran,Powderhorn,3,6,536515.859518275,156979.534251328
202,01/13/2017 10:46am,Snow Emergency,"3149 21st ave s,Minneapolis,MN",44.945018,-93.241832,9,Corcoran,Powderhorn,3,6,536640.562712452,156148.424025734
203,01/13/2017 10:53am,Snow Emergency,"3151 21ST AVE S.,Minneapolis,MN",44.944965,-93.242299,9,Corcoran,Powderhorn,3,6,536519.670823046,156128.888601044
204,01/13/2017 10:54am,Snow Emergency,"3127 21st Avenue South,Minneapolis,MN",44.945592,-93.241841,9,Corcoran,Powderhorn,3,6,536637.866617282,156357.709824501
205,01/13/2017 11:28am,Snow Emergency,"3017 21th Ave,Minneapolis,MN",44.947062,-93.241634,9,Corcoran,Powderhorn,3,6,536690.52960603,156893.78927013
206,01/13/2017 11:40am,Snow Emergency,"1829 34th St. E.,Minneapolis,MN",44.941327,-93.24706,9,Corcoran,Powderhorn,3,6,535289.081702033,154800.305254688
207,01/13/2017 11:52am,Snow Emergency,"3533 24th ave so,Minneapolis,MN",44.938442,-93.236926,9,Corcoran,Powderhorn,3,6,537915.261064162,153752.966350691
208,01/13/2017 11:53am,Snow Emergency,"3041 22nd Avenue South,Minneapolis,MN",44.94807,-93.240327,9,Corcoran,Powderhorn,3,6,537028.304981265,157261.917432854
209,01/13/2017 12:04pm,Snow Emergency,"3321 longfellow,Minneapolis,MN",44.942121,-93.245783,9,Corcoran,Powderhorn,3,6,535619.279218597,155090.369164776
210,01/13/2017 12:05pm,Snow Emergency,"3135 longfellow,Minneapolis,MN",44.945244,-93.246088,9,Corcoran,Powderhorn,3,6,535538.369254043,156228.931625171
211,01/13/2017 12:26pm,Snow Emergency,"3215 22nd Avenue South,Minneapolis,MN",44.944105,-93.240279,9,Corcoran,Powderhorn,3,6,537043.286114078,155816.235714001
212,01/13/2017 12:29pm,Snow Emergency,"3551 22ND AVE S,Minneapolis,MN",44.937878,-93.240232,9,Corcoran,Powderhorn,3,6,537059.467010296,153545.793329677
213,01/13/2017 12:47pm,Snow Emergency,"2301 32nd ST E,Minneapolis,MN",44.944744,-93.238919,9,Corcoran,Powderhorn,3,6,537395.036348728,156049.8501632
214,01/13/2017 12:49pm,Snow Emergency,"2305 32nd st E,Minneapolis,MN",44.944552,-93.238593,9,Corcoran,Powderhorn,3,6,537479.576813858,155979.994548962
215,01/13/2017 12:58pm,Snow Emergency,"2309 32nd st e,Minneapolis,MN",44.944549,-93.238365,9,Corcoran,Powderhorn,3,6,537538.617767401,155979.00620935
216,01/13/2017 01:32pm,Snow Emergency,"1911 32nd st e,Minneapolis,MN",44.94459,-93.244088,9,Corcoran,Powderhorn,3,6,536056.659636505,155991.356128663
217,01/13/2017 01:40pm,Snow Emergency,"3049 22nd ave so,Minneapolis,MN",44.946827,-93.240332,9,Corcoran,Powderhorn,3,6,537027.81025469,156808.696770001
218,01/12/2017 12:42am,Snow Emergency,"900 2nd st ne,Minneapolis,MN",44.977746,-93.254701,3,Downtown East,Central,2,3,533289.301273874,168076.063079722
219,01/12/2017 02:11am,Snow Emergency,"299 11th Ave s,Minneapolis,MN",44.97439,-93.253999,3,Downtown East,Central,2,3,533472.928085549,166852.693771981
220,01/12/2017 02:14am,Snow Emergency,"229 11 the Ave s,Minneapolis,MN",44.975498,-93.253045,3,Downtown East,Central,2,3,533719.182229738,167257.086149133
221,01/13/2017 11:07am,Snow Emergency,"229 12th ave ne,Minneapolis,MN",44.974642,-93.2509,3,Downtown East,Central,3,3,534274.827175849,166945.873217488
222,01/11/2017 10:48pm,Snow Emergency,"33 4th st n,Minneapolis,MN",44.981048,-93.272298,3,Downtown West,Central,1,3,528733.652743548,169273.297444297
223,01/12/2017 04:43am,Snow Emergency,"311 8th st SW ,Minneapolis,MN",44.974014,-93.268603,7,Downtown West,Central,2,3,529693.473963956,166709.904112117
224,01/12/2017 08:57am,Snow Emergency,"106 3rd st ne,Minneapolis,MN",44.980099,-93.267393,3,Downtown West,Central,2,3,530003.459971308,168929.052305049
225,01/12/2017 09:21am,Snow Emergency,"704 3rd ave ne,Minneapolis,MN",44.975137,-93.268291,7,Downtown West,Central,2,3,529773.641509466,167119.485001669
226,01/12/2017 10:04am,Snow Emergency,"300 5th ave ne,Minneapolis,MN",44.977806,-93.262579,3,Downtown West,Central,2,3,531250.489561603,168094.802299887
227,01/12/2017 11:47am,Snow Emergency,"256 6th st ne,Minneapolis,MN",44.976399,-93.267948,7,Downtown West,Central,2,3,529861.756445982,167579.759350781
228,01/13/2017 08:36am,Snow Emergency,"315 4th ave ne,Minneapolis,MN",44.977141,-93.265136,7,Downtown West,Central,3,3,530589.107656705,167851.355222
229,01/13/2017 08:46am,Snow Emergency,"511 3rd ave ne,Minneapolis,MN",44.976914,-93.266581,7,Downtown West,Central,3,3,530215.265600082,167768.044739408
230,01/12/2017 04:16am,Snow Emergency,"4100 Block of Lyndale Avenue South,Minneapolis,MN",44.928417,-93.288834,10,East Harriet,Southwest,2,5,524476.863117742,150077.706190116
231,01/13/2017 01:53pm,Snow Emergency,"3629 aldrich ave s,Minneapolis,MN",44.936737,-93.289261,10,East Harriet,Southwest,3,5,524362.740786214,153111.181155835
232,01/13/2017 02:16pm,Snow Emergency,"1025 37th st w,Minneapolis,MN",44.935878,-93.292834,10,East Harriet,Southwest,3,5,523437.759712203,152796.921895023
233,01/13/2017 02:19pm,Snow Emergency,"821 37th st w,Minneapolis,MN",44.935871,-93.289781,10,East Harriet,Southwest,3,5,524228.436559216,152795.267582758
234,01/11/2017 10:49pm,Snow Emergency,"2742 HENNEPIN AVE,Minneapolis,MN",44.952437,-93.298598,7,East Isles,Calhoun Isles,1,3,521938.6693972,158832.992845043
235,01/11/2017 11:02pm,Snow Emergency,"2822 HENNEPIN AVE ,Minneapolis,MN",44.951174,-93.298285,7,East Isles,Calhoun Isles,1,3,522020.191061713,158372.566593631
236,01/12/2017 10:49am,Snow Emergency,"2320 fremont ave s,Minneapolis,MN",44.959397,-93.296019,7,East Isles,Calhoun Isles,2,3,522603.658109757,161371.437566614
237,01/12/2017 11:09am,Snow Emergency,"2300 humboldt ave s,Minneapolis,MN",44.959977,-93.298607,7,East Isles,Calhoun Isles,2,3,521933.464017063,161582.204244613
238,01/12/2017 11:43am,Snow Emergency,"2628 humboldt ave s,Minneapolis,MN",44.954641,-93.29921,7,East Isles,Calhoun Isles,2,3,521779.383138611,159636.443774701
239,01/12/2017 11:52am,Snow Emergency,"2714 humbolt Ave s ,Minneapolis,MN",44.953212,-93.299448,7,East Isles,Calhoun Isles,2,3,521718.304818973,159115.341948823
240,01/12/2017 12:10pm,Snow Emergency,"2700 irving ave s,Minneapolis,MN",44.953897,-93.30089,7,East Isles,Calhoun Isles,2,3,521344.710261283,159364.721460042
241,01/12/2017 12:21pm,Snow Emergency,"2620 Humboldt s,Minneapolis,MN",44.954912,-93.299074,7,East Isles,Calhoun Isles,2,3,521814.490514606,159735.291579378
242,01/12/2017 12:39pm,Snow Emergency,"2723 irving ave s ,Minneapolis,MN",44.953326,-93.300884,7,East Isles,Calhoun Isles,2,3,521346.475620253,159156.526588061
243,01/13/2017 09:21am,Snow Emergency,"2213 Emerson Ave s ,Minneapolis,MN",44.960437,-93.294353,7,East Isles,Calhoun Isles,3,3,523034.530366881,161751.109052789
244,01/13/2017 10:09am,Snow Emergency,"2449 girard ave s,Minneapolis,MN",44.957478,-93.29658,7,East Isles,Calhoun Isles,3,3,522459.177561954,160671.580712104
245,01/13/2017 10:37am,Snow Emergency,"2739 humbolt ave s,Minneapolis,MN",44.952646,-93.29966,7,East Isles,Calhoun Isles,3,3,521663.630218453,158908.911931662
246,01/13/2017 11:04am,Snow Emergency,"2703 humbolt ave s,Minneapolis,MN",44.953567,-93.299251,7,East Isles,Calhoun Isles,3,3,521769.174707914,159244.83394927
247,01/12/2017 12:02am,Snow Emergency,"2499 BLOOMINGTON AVE,Minneapolis,MN",44.957354,-93.252398,9,East Phillips,Phillips,2,3,533897.320385126,160641.735255534
248,01/12/2017 09:21am,Snow Emergency,"3022 James Ave s,Minneapolis,MN",44.947492,-93.303414,10,ECCO,Calhoun Isles,2,5,520693.546732683,157028.695036385
249,01/12/2017 09:34am,Snow Emergency,"3012 James Ave s,Minneapolis,MN",44.947811,-93.303753,10,ECCO,Calhoun Isles,2,5,520605.655008072,157144.921496271
250,01/12/2017 10:52am,Snow Emergency,"3104 Holmes ave s,Minneapolis,MN",44.946312,-93.299901,10,ECCO,Calhoun Isles,2,5,521603.611863709,156599.364511622
251,01/12/2017 10:56am,Snow Emergency,"3102 Holmes ave s,Minneapolis,MN",44.94636,-93.299597,10,ECCO,Calhoun Isles,2,5,521682.310345136,156616.947146539
252,01/12/2017 11:10am,Snow Emergency,"3124 Holmes Ave s,Minneapolis,MN",44.945678,-93.299833,10,ECCO,Calhoun Isles,2,5,521621.457854426,156368.215527731
253,01/12/2017 11:14am,Snow Emergency,"3502 humbolt Ave s,Minneapolis,MN",44.939317,-93.300946,10,ECCO,Calhoun Isles,2,5,521335.6178629,154048.595460489
254,01/12/2017 11:47am,Snow Emergency,"3040 James Ave s,Minneapolis,MN",44.946923,-93.303765,10,ECCO,Calhoun Isles,2,5,520602.865942428,156821.13892538
255,01/12/2017 12:09pm,Snow Emergency,"3106 Holmes ave s,Minneapolis,MN",44.946246,-93.299599,10,ECCO,Calhoun Isles,2,5,521681.835411034,156575.380361772
256,01/12/2017 12:12pm,Snow Emergency,"3120 Humboldt ave s,Minneapolis,MN",44.945762,-93.301228,10,ECCO,Calhoun Isles,2,5,521260.20772759,156398.474243246
257,01/13/2017 08:24am,Snow Emergency,"3011 James Ave s,Minneapolis,MN",44.94791,-93.303377,10,ECCO,Calhoun Isles,3,5,520702.976715867,157181.114439292
258,01/13/2017 08:28am,Snow Emergency,"3025 James Ave s,Minneapolis,MN",44.947438,-93.30304,10,ECCO,Calhoun Isles,3,5,520790.406000607,157009.101559343
259,01/13/2017 08:33am,Snow Emergency,"3025 Knox Ave s,Minneapolis,MN",44.947435,-93.304311,10,ECCO,Calhoun Isles,3,5,520461.306491348,157007.684077535
260,01/13/2017 08:35am,Snow Emergency,"3019 Knox Ave s,Minneapolis,MN",44.947626,-93.304627,10,ECCO,Calhoun Isles,3,5,520379.416719067,157077.246490749
261,01/13/2017 09:12am,Snow Emergency,"3543 Humboldt Ave s,Minneapolis,MN",44.938234,-93.30064,10,ECCO,Calhoun Isles,3,5,521415.264781918,153653.796626815
262,01/13/2017 09:14am,Snow Emergency,"3427 Humboldt Ave s,Minneapolis,MN",44.940371,-93.300536,10,ECCO,Calhoun Isles,3,5,521441.401635193,154433.009302354
263,01/13/2017 10:01am,Snow Emergency,"3005 knox ave s ,Minneapolis,MN",44.94807,-93.304303,10,ECCO,Calhoun Isles,3,5,520463.151943361,157239.217932231
264,01/13/2017 10:05am,Snow Emergency,"3117 Holmes Ave s,Minneapolis,MN",44.945926,-93.299336,10,ECCO,Calhoun Isles,3,5,521750.056644254,156458.77372158
265,01/11/2017 10:28pm,Snow Emergency,"604 15th ST E,Minneapolis,MN",44.96807,-93.267301,7,Elliot Park,Central,1,3,530033.54962181,164543.095056714
266,01/11/2017 10:38pm,Snow Emergency,"512 15TH ST E,Minneapolis,MN",44.968074,-93.268471,7,Elliot Park,Central,1,3,529730.707576494,164544.122052831
267,01/11/2017 10:40pm,Snow Emergency,"625 13th ave ne,Minneapolis,MN",44.970111,-93.253908,6,Elliot Park,Central,1,3,533498.972080086,165292.53149473
268,01/11/2017 11:08pm,Snow Emergency,"745 15TH st e,Minneapolis,MN",44.96804,-93.26316,6,Elliot Park,Central,1,3,531105.41209706,164533.719172404
269,01/11/2017 11:30pm,Snow Emergency,"741 15TH ST E,Minneapolis,MN",44.96804,-93.263204,6,Elliot Park,Central,1,3,531094.023411314,164533.702282451
270,01/11/2017 11:35pm,Snow Emergency,"729 15TH ST E,Minneapolis,MN",44.968041,-93.263415,6,Elliot Park,Central,1,3,531039.408158398,164533.986006782
271,01/11/2017 11:54pm,Snow Emergency,"731 15TH ST E,Minneapolis,MN",44.967845,-93.263317,6,Elliot Park,Central,1,3,531064.880125648,164462.558477242
272,01/12/2017 01:04am,Snow Emergency,"735 15th st e,Minneapolis,MN",44.96804,-93.263271,6,Elliot Park,Central,2,3,531076.681183877,164533.676575002
273,01/12/2017 01:08am,Snow Emergency,"743 15th st e,Minneapolis,MN",44.96804,-93.263182,6,Elliot Park,Central,2,3,531099.717870577,164533.710726829
274,01/12/2017 01:26pm,Snow Emergency,"1502brook Ave se,Minneapolis,MN",44.967895,-93.26511,6,Elliot Park,Central,2,3,530600.755721946,164480.10685121
275,01/11/2017 10:18pm,Snow Emergency,"4718 Chicago ave s,Minneapolis,MN",44.917531,-93.262627,8,Field,Nokomis,1,5,531270.811212671,146117.521152802
276,01/11/2017 11:10pm,Snow Emergency,"4900 BLOCK OF 4th Avenue South,Minneapolis,MN",44.914131,-93.27068,8,Field,Nokomis,1,5,529186.284292705,144874.826050386
277,01/11/2017 11:25pm,Snow Emergency,"4844 Chicago Avenue South,Minneapolis,MN",44.914684,-93.262994,8,Field,Nokomis,1,5,531177.27629146,145079.321433391
278,01/11/2017 11:53pm,Snow Emergency,"3706 Penn Ave N,Minneapolis,MN",45.022511,-93.307933,4,Folwell,Camden,1,1,519497.98318333,184380.928584769
279,01/12/2017 01:23am,Snow Emergency,"33RD & EMERSON AVE ,Minneapolis,MN",45.014943,-93.294336,4,Folwell,Camden,2,1,523017.099500096,181625.043630157
280,01/12/2017 01:30am,Snow Emergency,"3753 FREMONT AVE N ,Minneapolis,MN",45.023682,-93.295767,4,Folwell,Camden,2,1,522643.560513429,184811.064389732
281,01/12/2017 02:06am,Snow Emergency,"3457 FREMONT AVE ,Minneapolis,MN",45.018457,-93.295851,4,Folwell,Camden,2,1,522623.896523148,182905.894644125
282,01/12/2017 02:19am,Snow Emergency,"3507 Fremont Ave N,Minneapolis,MN",45.018825,-93.295951,4,Folwell,Camden,2,1,522597.890676417,183040.047578196
283,01/12/2017 11:22am,Snow Emergency,"3230 Girard Ave N. ,Minneapolis,MN",45.014183,-93.296483,4,Folwell,Camden,2,1,522462.124923374,181347.329205169
284,01/12/2017 11:37am,Snow Emergency,"3750 girard Ave n ,Minneapolis,MN",45.02366,-93.29665,4,Folwell,Camden,2,1,522415.236574938,184802.797128969
285,01/12/2017 01:12pm,Snow Emergency,"3240 Irving Ave n,Minneapolis,MN",45.014566,-93.299042,4,Folwell,Camden,2,1,521800.144964867,181486.279821477
286,01/13/2017 02:09pm,Snow Emergency,"3413 dupont Ave n ,Minneapolis,MN",45.017222,-93.293424,4,Folwell,Camden,3,1,523252.044849651,182456.275050324
287,01/13/2017 02:13pm,Snow Emergency,"3501 dupont Ave n ,Minneapolis,MN",45.018687,-93.29343,4,Folwell,Camden,3,1,523249.900548616,182990.443168367
288,01/13/2017 02:43pm,Snow Emergency,"3411 dupont Ave n ,Minneapolis,MN",45.017108,-93.293425,4,Folwell,Camden,3,1,523251.832350029,182414.708023078
289,01/13/2017 03:59pm,Snow Emergency,"3447 Morgan av n,Minneapolis,MN",45.018167,-93.304725,4,Folwell,Camden,3,1,520329.085576619,182797.802186981
290,01/13/2017 04:03pm,Snow Emergency,"3431 morgan av no,Minneapolis,MN",45.017733,-93.304745,4,Folwell,Camden,3,1,520324.066827683,182639.551866394
291,01/13/2017 09:48am,Snow Emergency,"217 Freemont Ave s,Minneapolis,MN",44.97922,-93.29554,5,Harrison,Near North,3,3,522719.82779232,168599.393945533
292,01/13/2017 02:04pm,Snow Emergency,"247 humbolt ave n,Minneapolis,MN",44.979515,-93.298204,5,Harrison,Near North,3,3,522030.304667695,168706.220736308
293,01/13/2017 02:38pm,Snow Emergency,"1721 3rd ave n,Minneapolis,MN",44.97963,-93.302806,5,Harrison,Near North,3,3,520839.32886789,168746.934280543
294,01/13/2017 02:45pm,Snow Emergency,"317 RUSSELL AVE N,Minneapolis,MN",44.980849,-93.311125,5,Harrison,Near North,3,3,518686.094497032,169189.375364042
