OBJECTID,Citation_N,Date,Address,X_Coordina,Y_Coordina,Ordinance,Ordinanc_1,Ward,Neighborho,Community,Day_ID,TowDist,x,y
152,271116571000,1/11/2017 12:00:00 AM,625 13TH AVE NE,-10381329,5621669,478.1000(A),SNOW EMERGENCY PARK,1,Logan Park,Northeast,1,2,-10381329,5621669
153,271116572000,1/11/2017 12:00:00 AM,4740 CHICAGO AVE S,-10381953,5608490,478.1000(A),SNOW EMERGENCY PARK,8,Field,Nokomis,1,5,-10381953,5608490
154,271116552000,1/11/2017 12:00:00 AM,607 3RD ST N,-10383564,5619332,478.1000(A),SNOW EMERGENCY PARK,3,North Loop,Central,1,1,-10383564,5619332
155,271116572000,1/11/2017 12:00:00 AM,4745 CHICAGO AVE S,-10381941,5608479,478.1000(A),SNOW EMERGENCY PARK,11,Northrop,Nokomis,1,6,-10381941,5608479
156,271116573000,1/11/2017 12:00:00 AM,2415 9TH ST S,-10379005,5615859,478.1000(A),SNOW EMERGENCY PARK,6,Seward,Longfellow,1,4,-10379005,5615859
157,271116573000,1/11/2017 12:00:00 AM,708 15TH ST E,-10382193,5616500,478.1000(A),SNOW EMERGENCY PARK,7,Elliot Park,Central,1,3,-10382193,5616500
158,271116573000,1/11/2017 12:00:00 AM,625 2ND ST N,-10383327,5619623,478.1000(A),SNOW EMERGENCY PARK,3,North Loop,Central,1,1,-10383327,5619623
159,271116577000,1/11/2017 12:00:00 AM,4100 THOMAS AVE N,-10387611,5626178,478.1000(A),SNOW EMERGENCY PARK,4,Victory,Camden,1,1,-10387611,5626178
160,271116552000,1/11/2017 12:00:00 AM,618 3RD ST N,-10383565,5619350,478.1000(A),SNOW EMERGENCY PARK,3,North Loop,Central,1,1,-10383565,5619350
161,271116573000,1/11/2017 12:00:00 AM,714 15TH ST E,-10382177,5616500,478.1000(A),SNOW EMERGENCY PARK,7,Elliot Park,Central,1,3,-10382177,5616500
162,271116544000,1/11/2017 12:00:00 AM,3045 DUPONT AVE S,-10385346,5613271,478.1000(A),SNOW EMERGENCY PARK,10,CARAG,Calhoun-Isles,1,5,-10385346,5613271
163,271116572000,1/11/2017 12:00:00 AM,4801 CHICAGO AVE S,-10381942,5608315,478.1000(A),SNOW EMERGENCY PARK,11,Northrop,Nokomis,1,6,-10381942,5608315
164,271116573000,1/11/2017 12:00:00 AM,615 2ND ST N,-10383316,5619612,478.1000(A),SNOW EMERGENCY PARK,3,North Loop,Central,1,1,-10383316,5619612
165,271116544000,1/11/2017 12:00:00 AM,3040 DUPONT AVE S,-10385358,5613281,478.1000(A),SNOW EMERGENCY PARK,10,CARAG,Calhoun-Isles,1,5,-10385358,5613281
166,271116552000,1/11/2017 12:00:00 AM,615 3RD ST N,-10383570,5619338,478.1000(A),SNOW EMERGENCY PARK,3,North Loop,Central,1,1,-10383570,5619338
167,271116572000,1/11/2017 12:00:00 AM,4803 CHICAGO AVE S,-10381942,5608310,478.1000(A),SNOW EMERGENCY PARK,11,Northrop,Nokomis,1,6,-10381942,5608310
168,271116573000,1/11/2017 12:00:00 AM,2419 9TH ST S,-10379009,5615859,478.1000(A),SNOW EMERGENCY PARK,6,Seward,Longfellow,1,4,-10379009,5615859
169,271116573000,1/11/2017 12:00:00 AM,723 15TH ST E,-10382155,5616488,478.1000(A),SNOW EMERGENCY PARK,6,Elliot Park,Central,1,3,-10382155,5616488
170,271116577000,1/11/2017 12:00:00 AM,4050 THOMAS AVE N,-10387609,5626030,478.1000(A),SNOW EMERGENCY PARK,4,Victory,Camden,1,1,-10387609,5626030
171,271116544000,1/11/2017 12:00:00 AM,3032 DUPONT AVE S,-10385358,5613303,478.1000(A),SNOW EMERGENCY PARK,10,CARAG,Calhoun-Isles,1,5,-10385358,5613303
172,271116573000,1/11/2017 12:00:00 AM,723 15TH ST E,-10382155,5616488,478.1000(A),SNOW EMERGENCY PARK,6,Elliot Park,Central,1,3,-10382155,5616488
173,271116552000,1/11/2017 12:00:00 AM,711 3RD ST N,-10383668,5619438,478.1000(A),SNOW EMERGENCY PARK,3,North Loop,Central,1,1,-10383668,5619438
174,271116572000,1/11/2017 12:00:00 AM,4842 CHICAGO AVE S,-10381955,5608201,478.1000(A),SNOW EMERGENCY PARK,8,Field,Nokomis,1,5,-10381955,5608201
175,271116573000,1/11/2017 12:00:00 AM,2503 9TH ST S,-10378662,5615856,478.1000(A),SNOW EMERGENCY PARK,6,Seward,Longfellow,1,4,-10378662,5615856
176,271116573000,1/11/2017 12:00:00 AM,725 15TH ST E,-10382150,5616488,478.1000(A),SNOW EMERGENCY PARK,6,Elliot Park,Central,1,3,-10382150,5616488
177,271116573000,1/11/2017 12:00:00 AM,614 2ND ST N,-10383307,5619620,478.1000(A),SNOW EMERGENCY PARK,3,North Loop,Central,1,1,-10383307,5619620
178,271116527000,1/11/2017 12:00:00 AM,822 PENN AVE N,-10387024,5619369,478.1000(A),SNOW EMERGENCY PARK,5,Near-North,Near North,1,1,-10387024,5619369
179,271116572000,1/11/2017 12:00:00 AM,4844 CHICAGO AVE S,-10381955,5608196,478.1000(A),SNOW EMERGENCY PARK,8,Field,Nokomis,1,5,-10381955,5608196
180,271116577000,1/11/2017 12:00:00 AM,3946 THOMAS AVE N,-10387605,5625735,478.1000(A),SNOW EMERGENCY PARK,4,Victory,Camden,1,1,-10387605,5625735
181,271116343000,1/11/2017 12:00:00 AM,1651 PENN AVE N,-10387029,5620966,478.1000(A),SNOW EMERGENCY PARK,5,Willard-Hay,Near North,1,1,-10387029,5620966
182,271116552000,1/11/2017 12:00:00 AM,726 3RD ST N,-10383693,5619481,478.1000(A),SNOW EMERGENCY PARK,3,North Loop,Central,1,1,-10383693,5619481
183,271116573000,1/11/2017 12:00:00 AM,2525 9TH ST S,-10378699,5615856,478.1000(A),SNOW EMERGENCY PARK,6,Seward,Longfellow,1,4,-10378699,5615856
184,271116573000,1/11/2017 12:00:00 AM,524 2ND ST N,-10383200,5619512,478.1000(A),SNOW EMERGENCY PARK,3,North Loop,Central,1,1,-10383200,5619512
185,271116552000,1/11/2017 12:00:00 AM,728 3RD ST N,-10383698,5619486,478.1000(A),SNOW EMERGENCY PARK,3,North Loop,Central,1,1,-10383698,5619486
186,271116572000,1/11/2017 12:00:00 AM,4915 CHICAGO AVE S,-10381944,5607993,478.1000(A),SNOW EMERGENCY PARK,11,Northrop,Nokomis,1,6,-10381944,5607993
187,271116573000,1/11/2017 12:00:00 AM,520 2ND ST N,-10383195,5619507,478.1000(A),SNOW EMERGENCY PARK,3,North Loop,Central,1,1,-10383195,5619507
188,271116527000,1/11/2017 12:00:00 AM,907 PENN AVE N,-10387036,5619482,478.1000(A),SNOW EMERGENCY PARK,5,Willard-Hay,Near North,1,1,-10387036,5619482
189,271116573000,1/11/2017 12:00:00 AM,727 15TH ST E,-10382144,5616488,478.1000(A),SNOW EMERGENCY PARK,6,Elliot Park,Central,1,3,-10382144,5616488
190,271116573000,1/11/2017 12:00:00 AM,729 15TH ST E,-10382139,5616488,478.1000(A),SNOW EMERGENCY PARK,6,Elliot Park,Central,1,3,-10382139,5616488
191,271116343000,1/11/2017 12:00:00 AM,1649 PENN AVE N,-10387029,5620963,478.1000(A),SNOW EMERGENCY PARK,5,Willard-Hay,Near North,1,1,-10387029,5620963
192,271116552000,1/11/2017 12:00:00 AM,723 3RD ST N,-10383693,5619464,478.1000(A),SNOW EMERGENCY PARK,3,North Loop,Central,1,1,-10383693,5619464
193,271116573000,1/11/2017 12:00:00 AM,515 2ND ST N,-10383197,5619492,478.1000(A),SNOW EMERGENCY PARK,3,North Loop,Central,1,1,-10383197,5619492
194,271116577000,1/11/2017 12:00:00 AM,3834 THOMAS AVE N,-10387599,5625417,478.1000(A),SNOW EMERGENCY PARK,4,Victory,Camden,1,1,-10387599,5625417
195,271116568000,1/11/2017 12:00:00 AM,809 PENN AVE N,-10387037,5619350,478.1000(A),SNOW EMERGENCY PARK,5,Willard-Hay,Near North,1,1,-10387037,5619350
196,271116571000,1/11/2017 12:00:00 AM,353 13TH AVE NE,-10381939,5621669,478.1000(A),SNOW EMERGENCY PARK,3,Sheridan,Northeast,1,2,-10381939,5621669
197,271116573000,1/11/2017 12:00:00 AM,728 15TH ST E,-10382139,5616500,478.1000(A),SNOW EMERGENCY PARK,7,Elliot Park,Central,1,3,-10382139,5616500
198,271116573000,1/11/2017 12:00:00 AM,514 2ND ST N,-10383188,5619500,478.1000(A),SNOW EMERGENCY PARK,3,North Loop,Central,1,1,-10383188,5619500
199,271116552000,1/11/2017 12:00:00 AM,730 3RD ST N,-10383702,5619490,478.1000(A),SNOW EMERGENCY PARK,3,North Loop,Central,1,1,-10383702,5619490
200,271116572000,1/11/2017 12:00:00 AM,5204 CHICAGO AVE S,-10381956,5607166,478.1000(A),SNOW EMERGENCY PARK,11,Page,Nokomis,1,5,-10381956,5607166
201,271116573000,1/11/2017 12:00:00 AM,731 15TH ST E,-10382133,5616488,478.1000(A),SNOW EMERGENCY PARK,6,Elliot Park,Central,1,3,-10382133,5616488
202,271116343000,1/11/2017 12:00:00 AM,1647 PENN AVE N,-10387029,5620960,478.1000(A),SNOW EMERGENCY PARK,5,Willard-Hay,Near North,1,1,-10387029,5620960
203,271116544000,1/11/2017 12:00:00 AM,2814 DUPONT AVE S,-10385354,5613911,478.1000(A),SNOW EMERGENCY PARK,10,Lowry Hill East,Calhoun-Isles,1,3,-10385354,5613911
204,271116571000,1/11/2017 12:00:00 AM,355 13TH AVE NE,-10381935,5621669,478.1000(A),SNOW EMERGENCY PARK,3,Sheridan,Northeast,1,2,-10381935,5621669
205,271116577000,1/11/2017 12:00:00 AM,3826 THOMAS AVE N,-10387598,5625396,478.1000(A),SNOW EMERGENCY PARK,4,Victory,Camden,1,1,-10387598,5625396
206,271116552000,1/11/2017 12:00:00 AM,745 3RD ST N,-10383741,5619512,478.1000(A),SNOW EMERGENCY PARK,3,North Loop,Central,1,1,-10383741,5619512
207,271116527000,1/11/2017 12:00:00 AM,925 PENN AVE N,-10387036,5619507,478.1000(A),SNOW EMERGENCY PARK,5,Willard-Hay,Near North,1,1,-10387036,5619507
208,271116571000,1/11/2017 12:00:00 AM,344 13TH AVE NE,-10381961,5621657,478.1000(A),SNOW EMERGENCY PARK,3,Sheridan,Northeast,1,2,-10381961,5621657
209,271116572000,1/11/2017 12:00:00 AM,5216 CHICAGO AVE S,-10381956,5607133,478.1000(A),SNOW EMERGENCY PARK,11,Page,Nokomis,1,5,-10381956,5607133
210,271116552000,1/11/2017 12:00:00 AM,755 3RD ST N,-10383762,5619533,478.1000(A),SNOW EMERGENCY PARK,3,North Loop,Central,1,1,-10383762,5619533
211,271116542000,1/11/2017 12:00:00 AM,2419 PLYMOUTH AVE N,-10387338,5620181,478.1000(A),SNOW EMERGENCY PARK,5,Willard-Hay,Near North,1,1,-10387338,5620181
212,271116571000,1/11/2017 12:00:00 AM,342 13TH AVE NE,-10381966,5621657,478.1000(A),SNOW EMERGENCY PARK,3,Sheridan,Northeast,1,2,-10381966,5621657
213,271116572000,1/11/2017 12:00:00 AM,5313 CHICAGO AVE S,-10381942,5606860,478.1000(A),SNOW EMERGENCY PARK,11,Hale,Nokomis,1,6,-10381942,5606860
214,271116573000,1/11/2017 12:00:00 AM,733 15TH ST E,-10382128,5616488,478.1000(A),SNOW EMERGENCY PARK,6,Elliot Park,Central,1,3,-10382128,5616488
215,271116552000,1/11/2017 12:00:00 AM,802 3RD ST N,-10383860,5619650,478.1000(A),SNOW EMERGENCY PARK,3,North Loop,Central,1,1,-10383860,5619650
216,271116563000,1/11/2017 12:00:00 AM,2423 PLYMOUTH AVE N,-10387344,5620181,478.1000(A),SNOW EMERGENCY PARK,5,Willard-Hay,Near North,1,1,-10387344,5620181
217,271116572000,1/11/2017 12:00:00 AM,5344 CHICAGO AVE S,-10381954,5606772,478.1000(A),SNOW EMERGENCY PARK,11,Page,Nokomis,1,5,-10381954,5606772
218,271116573000,1/11/2017 12:00:00 AM,735 15TH ST E,-10382122,5616488,478.1000(A),SNOW EMERGENCY PARK,6,Elliot Park,Central,1,3,-10382122,5616488
219,271116573000,1/11/2017 12:00:00 AM,734 15TH ST E,-10382122,5616500,478.1000(A),SNOW EMERGENCY PARK,7,Elliot Park,Central,1,3,-10382122,5616500
220,271116544000,1/11/2017 12:00:00 AM,2404 HENNEPIN AVE,-10385470,5615064,478.1000(A),SNOW EMERGENCY PARK,7,East Isles,Calhoun-Isles,1,3,-10385470,5615064
221,271116552000,1/11/2017 12:00:00 AM,804 3RD ST N,-10383863,5619652,478.1000(A),SNOW EMERGENCY PARK,3,North Loop,Central,1,1,-10383863,5619652
222,271116571000,1/11/2017 12:00:00 AM,339 13TH AVE NE,-10381971,5621669,478.1000(A),SNOW EMERGENCY PARK,3,Sheridan,Northeast,1,2,-10381971,5621669
223,271116572000,1/11/2017 12:00:00 AM,5343 CHICAGO AVE S,-10381942,5606778,478.1000(A),SNOW EMERGENCY PARK,11,Hale,Nokomis,1,6,-10381942,5606778
224,271116343000,1/11/2017 12:00:00 AM,2336 PENN AVE N,-10387016,5621985,478.1000(A),SNOW EMERGENCY PARK,5,Willard-Hay,Near North,1,1,-10387016,5621985
225,271116552000,1/11/2017 12:00:00 AM,806 3RD ST N,-10383865,5619654,478.1000(A),SNOW EMERGENCY PARK,3,North Loop,Central,1,1,-10383865,5619654
226,271116573000,1/11/2017 12:00:00 AM,741 15TH ST E,-10382106,5616488,478.1000(A),SNOW EMERGENCY PARK,6,Elliot Park,Central,1,3,-10382106,5616488
227,271116571000,1/11/2017 12:00:00 AM,341 13TH AVE NE,-10381967,5621669,478.1000(A),SNOW EMERGENCY PARK,3,Sheridan,Northeast,1,2,-10381967,5621669
228,271116573000,1/11/2017 12:00:00 AM,2523 BUTLER PL,-10378950,5615952,478.1000(A),SNOW EMERGENCY PARK,2,Cedar-Riverside,University,1,4,-10378950,5615952
229,271116573000,1/11/2017 12:00:00 AM,743 15TH ST E,-10382101,5616488,478.1000(A),SNOW EMERGENCY PARK,6,Elliot Park,Central,1,3,-10382101,5616488
230,271116544000,1/11/2017 12:00:00 AM,2510 HENNEPIN AVE,-10385644,5614740,478.1000(A),SNOW EMERGENCY PARK,7,East Isles,Calhoun-Isles,1,3,-10385644,5614740
231,271116552000,1/11/2017 12:00:00 AM,808 3RD ST N,-10383867,5619657,478.1000(A),SNOW EMERGENCY PARK,3,North Loop,Central,1,1,-10383867,5619657
232,271116573000,1/11/2017 12:00:00 AM,745 15TH ST E,-10382095,5616488,478.1000(A),SNOW EMERGENCY PARK,6,Elliot Park,Central,1,3,-10382095,5616488
233,271116343000,1/11/2017 12:00:00 AM,2715 PENN AVE N,-10387029,5622781,478.1000(A),SNOW EMERGENCY PARK,5,Jordan,Near North,1,1,-10387029,5622781
234,271116542000,1/11/2017 12:00:00 AM,2529 PLYMOUTH AVE N,-10387496,5620181,478.1000(A),SNOW EMERGENCY PARK,5,Willard-Hay,Near North,1,1,-10387496,5620181
235,271116571000,1/11/2017 12:00:00 AM,338 13TH AVE NE,-10381975,5621657,478.1000(A),SNOW EMERGENCY PARK,3,Sheridan,Northeast,1,2,-10381975,5621657
236,271116573000,1/11/2017 12:00:00 AM,2521 BUTLER PL,-10378954,5615952,478.1000(A),SNOW EMERGENCY PARK,2,Cedar-Riverside,University,1,4,-10378954,5615952
237,271116544000,1/11/2017 12:00:00 AM,2514 HENNEPIN AVE,-10385658,5614714,478.1000(A),SNOW EMERGENCY PARK,7,East Isles,Calhoun-Isles,1,3,-10385658,5614714
238,271116572000,1/11/2017 12:00:00 AM,5445 CHICAGO AVE S,-10381944,5606486,478.1000(A),SNOW EMERGENCY PARK,11,Hale,Nokomis,1,6,-10381944,5606486
239,271116343000,1/11/2017 12:00:00 AM,2717 PENN AVE N,-10387029,5622784,478.1000(A),SNOW EMERGENCY PARK,5,Jordan,Near North,1,1,-10387029,5622784
240,271116544000,1/11/2017 12:00:00 AM,2516 HENNEPIN AVE,-10385665,5614701,478.1000(A),SNOW EMERGENCY PARK,7,East Isles,Calhoun-Isles,1,3,-10385665,5614701
241,271116571000,1/11/2017 12:00:00 AM,340 13TH AVE NE,-10381971,5621657,478.1000(A),SNOW EMERGENCY PARK,3,Sheridan,Northeast,1,2,-10381971,5621657
242,271116577000,1/11/2017 12:00:00 AM,1400 DOWLING AVE N,-10385767,5625306,478.1000(A),SNOW EMERGENCY PARK,4,Webber-Camden,Camden,1,1,-10385767,5625306
243,271116542000,1/11/2017 12:00:00 AM,2706 PLYMOUTH AVE N,-10387749,5620196,478.1000(A),SNOW EMERGENCY PARK,5,Willard-Hay,Near North,1,1,-10387749,5620196
244,271116544000,1/11/2017 12:00:00 AM,2528 HENNEPIN AVE,-10385699,5614637,478.1000(A),SNOW EMERGENCY PARK,7,East Isles,Calhoun-Isles,1,3,-10385699,5614637
245,271116568000,1/11/2017 12:00:00 AM,4334 PENN AVE N,-10387053,5626895,478.1000(A),SNOW EMERGENCY PARK,4,Victory,Camden,1,1,-10387053,5626895
246,271116572000,1/11/2017 12:00:00 AM,5544 CHICAGO AVE S,-10381960,5606198,478.1000(A),SNOW EMERGENCY PARK,11,Diamond Lake,Nokomis,1,5,-10381960,5606198
247,271116577000,1/11/2017 12:00:00 AM,1402 DOWLING AVE N,-10385770,5625306,478.1000(A),SNOW EMERGENCY PARK,4,Webber-Camden,Camden,1,1,-10385770,5625306
248,271116343000,1/11/2017 12:00:00 AM,2906 PENN AVE N,-10387018,5623063,478.1000(A),SNOW EMERGENCY PARK,5,Jordan,Near North,1,1,-10387018,5623063
249,271116526000,1/11/2017 12:00:00 AM,807 3RD ST N,-10383874,5619646,478.1000(A),SNOW EMERGENCY PARK,3,North Loop,Central,1,1,-10383874,5619646
250,271116544000,1/11/2017 12:00:00 AM,2530 HENNEPIN AVE,-10385701,5614634,478.1000(A),SNOW EMERGENCY PARK,7,East Isles,Calhoun-Isles,1,3,-10385701,5614634
251,271116552000,1/11/2017 12:00:00 AM,828 3RD ST N,-10383890,5619680,478.1000(A),SNOW EMERGENCY PARK,3,North Loop,Central,1,1,-10383890,5619680
252,271116577000,1/11/2017 12:00:00 AM,1404 DOWLING AVE N,-10385773,5625306,478.1000(A),SNOW EMERGENCY PARK,4,Webber-Camden,Camden,1,1,-10385773,5625306
253,271116343000,1/11/2017 12:00:00 AM,2908 PENN AVE N,-10387018,5623068,478.1000(A),SNOW EMERGENCY PARK,5,Jordan,Near North,1,1,-10387018,5623068
254,271116552000,1/11/2017 12:00:00 AM,832 3RD ST N,-10383895,5619685,478.1000(A),SNOW EMERGENCY PARK,3,North Loop,Central,1,1,-10383895,5619685
255,271116572000,1/11/2017 12:00:00 AM,5917 CHICAGO AVE S,-10381964,5605129,478.1000(A),SNOW EMERGENCY PARK,11,Diamond Lake,Nokomis,1,6,-10381964,5605129
256,271116526000,1/11/2017 12:00:00 AM,805 3RD ST N,-10383871,5619644,478.1000(A),SNOW EMERGENCY PARK,3,North Loop,Central,1,1,-10383871,5619644
257,271116527000,1/11/2017 12:00:00 AM,4226 PENN AVE N,-10387048,5626545,478.1000(A),SNOW EMERGENCY PARK,4,Victory,Camden,1,1,-10387048,5626545
258,271116568000,1/11/2017 12:00:00 AM,4228 PENN AVE N,-10387048,5626551,478.1000(A),SNOW EMERGENCY PARK,4,Victory,Camden,1,1,-10387048,5626551
259,271116571000,1/11/2017 12:00:00 AM,328 13TH AVE NE,-10382004,5621657,478.1000(A),SNOW EMERGENCY PARK,3,Sheridan,Northeast,1,2,-10382004,5621657
260,271116577000,1/11/2017 12:00:00 AM,1408 DOWLING AVE N,-10385778,5625306,478.1000(A),SNOW EMERGENCY PARK,4,Webber-Camden,Camden,1,1,-10385778,5625306
261,271116552000,1/11/2017 12:00:00 AM,834 3RD ST N,-10383897,5619687,478.1000(A),SNOW EMERGENCY PARK,3,North Loop,Central,1,1,-10383897,5619687
262,271116361000,1/11/2017 12:00:00 AM,2909 PENN AVE N,-10387030,5623068,478.1000(A),SNOW EMERGENCY PARK,5,Jordan,Near North,1,1,-10387030,5623068
263,271116527000,1/11/2017 12:00:00 AM,4147 PENN AVE N,-10387056,5626303,478.1000(A),SNOW EMERGENCY PARK,4,Victory,Camden,1,1,-10387056,5626303
264,271116544000,1/11/2017 12:00:00 AM,2742 HENNEPIN AVE,-10385884,5614124,478.1000(B),SNOW EMERGENCY EVEN,7,East Isles,Calhoun-Isles,1,3,-10385884,5614124
265,271116552000,1/11/2017 12:00:00 AM,908 3RD ST N,-10383986,5619777,478.1000(A),SNOW EMERGENCY PARK,3,North Loop,Central,1,1,-10383986,5619777
266,271116571000,1/11/2017 12:00:00 AM,205 13TH AVE NE,-10382328,5621669,478.1000(A),SNOW EMERGENCY PARK,3,Sheridan,Northeast,1,2,-10382328,5621669
267,271116573000,1/11/2017 12:00:00 AM,2122 MINNEHAHA AVE,-10379873,5615547,478.1000(A),SNOW EMERGENCY PARK,6,Seward,Longfellow,1,4,-10379873,5615547
268,271116568000,1/11/2017 12:00:00 AM,4127 PENN AVE N,-10387055,5626249,478.1000(A),SNOW EMERGENCY PARK,4,Victory,Camden,1,1,-10387055,5626249
269,271116573000,1/11/2017 12:00:00 AM,2214 MINNEHAHA AVE,-10379775,5615351,478.1000(A),SNOW EMERGENCY PARK,6,Seward,Longfellow,1,4,-10379775,5615351
270,271116361000,1/11/2017 12:00:00 AM,2914 PENN AVE N,-10387018,5623085,478.1000(A),SNOW EMERGENCY PARK,5,Jordan,Near North,1,1,-10387018,5623085
271,271116527000,1/11/2017 12:00:00 AM,4117 PENN AVE N,-10387055,5626221,478.1000(A),SNOW EMERGENCY PARK,4,Victory,Camden,1,1,-10387055,5626221
272,271116544000,1/11/2017 12:00:00 AM,2822 HENNEPIN AVE,-10385921,5613885,478.1000(B),SNOW EMERGENCY EVEN,7,East Isles,Calhoun-Isles,1,3,-10385921,5613885
273,271116541000,1/11/2017 12:00:00 AM,730 4TH ST N,-10383816,5619344,478.1000(A),SNOW EMERGENCY PARK,3,North Loop,Central,1,1,-10383816,5619344
274,271116544000,1/11/2017 12:00:00 AM,2836 HENNEPIN AVE,-10385921,5613843,478.1000(B),SNOW EMERGENCY EVEN,7,East Isles,Calhoun-Isles,1,3,-10385921,5613843
275,271116552000,1/11/2017 12:00:00 AM,717 4TH ST N,-10381688,5620950,478.1000(A),SNOW EMERGENCY PARK,3,St. Anthony West,Northeast,1,2,-10381688,5620950
276,271116571000,1/11/2017 12:00:00 AM,168 13TH AVE NE,-10382428,5621656,478.1000(A),SNOW EMERGENCY PARK,3,Sheridan,Northeast,1,2,-10382428,5621656
277,271116573000,1/11/2017 12:00:00 AM,2205 MINNEHAHA AVE,-10379771,5615369,478.1000(A),SNOW EMERGENCY PARK,6,Seward,Longfellow,1,4,-10379771,5615369
278,271116361000,1/11/2017 12:00:00 AM,2912 PENN AVE N,-10387018,5623079,478.1000(A),SNOW EMERGENCY PARK,5,Jordan,Near North,1,1,-10387018,5623079
279,271116552000,1/11/2017 12:00:00 AM,713 4TH ST N,-10381685,5620944,478.1000(A),SNOW EMERGENCY PARK,3,St. Anthony West,Northeast,1,2,-10381685,5620944
280,271116573000,1/11/2017 12:00:00 AM,1051 7TH ST N,-10384896,5619608,478.1000(A),SNOW EMERGENCY PARK,5,Sumner-Glenwood,Near North,1,1,-10384896,5619608
281,271116526000,1/11/2017 12:00:00 AM,724 4TH ST N,-10383808,5619336,478.1000(A),SNOW EMERGENCY PARK,3,North Loop,Central,1,1,-10383808,5619336
282,271116541000,1/11/2017 12:00:00 AM,720 4TH ST N,-10383802,5619330,478.1000(A),SNOW EMERGENCY PARK,3,North Loop,Central,1,1,-10383802,5619330
283,271116544000,1/11/2017 12:00:00 AM,2932 HENNEPIN AVE,-10385923,5613495,478.1000(B),SNOW EMERGENCY EVEN,7,East Isles,Calhoun-Isles,1,3,-10385923,5613495
284,271116568000,1/11/2017 12:00:00 AM,4047 PENN AVE N,-10387052,5626019,478.1000(A),SNOW EMERGENCY PARK,4,Victory,Camden,1,1,-10387052,5626019
285,271116571000,1/11/2017 12:00:00 AM,120 13TH AVE NE,-10382626,5621599,478.1000(A),SNOW EMERGENCY PARK,3,Sheridan,Northeast,1,2,-10382626,5621599
286,271116573000,1/11/2017 12:00:00 AM,2201 MINNEHAHA AVE,-10379773,5615374,478.1000(A),SNOW EMERGENCY PARK,6,Seward,Longfellow,1,4,-10379773,5615374
287,271116573000,1/11/2017 12:00:00 AM,1021 7TH ST N,-10384875,5619582,478.1000(A),SNOW EMERGENCY PARK,5,Sumner-Glenwood,Near North,1,1,-10384875,5619582
288,271116552000,1/11/2017 12:00:00 AM,711 4TH ST N,-10381684,5620941,478.1000(A),SNOW EMERGENCY PARK,3,St. Anthony West,Northeast,1,2,-10381684,5620941
289,271116361000,1/11/2017 12:00:00 AM,2927 PENN AVE N,-10387030,5623117,478.1000(A),SNOW EMERGENCY PARK,5,Jordan,Near North,1,1,-10387030,5623117
290,271116526000,1/11/2017 12:00:00 AM,708 4TH ST N,-10383785,5619313,478.1000(A),SNOW EMERGENCY PARK,3,North Loop,Central,1,1,-10383785,5619313
291,271116541000,1/11/2017 12:00:00 AM,706 4TH ST N,-10383783,5619310,478.1000(A),SNOW EMERGENCY PARK,3,North Loop,Central,1,1,-10383783,5619310
292,271116544000,1/11/2017 12:00:00 AM,2936 HENNEPIN AVE,-10385923,5613489,478.1000(B),SNOW EMERGENCY EVEN,7,East Isles,Calhoun-Isles,1,3,-10385923,5613489
293,271116552000,1/11/2017 12:00:00 AM,603 4TH ST N,-10381833,5617785,478.1000(A),SNOW EMERGENCY PARK,3,Downtown East,Central,1,3,-10381833,5617785
294,271116571000,1/11/2017 12:00:00 AM,118 13TH AVE NE,-10382639,5621592,478.1000(A),SNOW EMERGENCY PARK,3,Sheridan,Northeast,1,2,-10382639,5621592
295,271116361000,1/11/2017 12:00:00 AM,2930 PENN AVE N,-10387018,5623128,478.1000(A),SNOW EMERGENCY PARK,5,Jordan,Near North,1,1,-10387018,5623128
296,271116527000,1/11/2017 12:00:00 AM,3748 PENN AVE N,-10387029,5625169,478.1000(A),SNOW EMERGENCY PARK,4,Folwell,Camden,1,1,-10387029,5625169
297,271116541000,1/11/2017 12:00:00 AM,702 4TH ST N,-10383777,5619305,478.1000(A),SNOW EMERGENCY PARK,3,North Loop,Central,1,1,-10383777,5619305
298,271116544000,1/11/2017 12:00:00 AM,3006 HENNEPIN AVE,-10385924,5613372,478.1000(B),SNOW EMERGENCY EVEN,10,ECCO,Calhoun-Isles,1,5,-10385924,5613372
299,271116568000,1/11/2017 12:00:00 AM,4047 PENN AVE N,-10387052,5626019,478.1000(A),SNOW EMERGENCY PARK,4,Victory,Camden,1,1,-10387052,5626019
300,271116573000,1/11/2017 12:00:00 AM,2301 MINNEHAHA AVE,-10379711,5615245,478.1000(A),SNOW EMERGENCY PARK,6,Seward,Longfellow,1,4,-10379711,5615245
