email_id,body_text,body_length
126,"Write Your Own Story

Turn your passion for football into your chance to witness the FIFA World Cup
26™ in person.

Your journey to the FIFA World Cup 26™ begins here. 🏆 This week, explore new
drops on FIFA Collect that offer you a path to the most desired seats in
football.

Will you uncover a 🎟️ Right-To-Buy (RTB) —your exclusive right to purchase a
ticket— in a surprise pack such as the 1974 FIFA World Cup™ tribute collection?
Or, secure your RTB with a glory bundle.

Either way, build your digital collection today as the world's greatest event
awaits, and start planning your dream journey today.

[GET YOUR PACKS NOW]
https://collect.fifa.com/drops/panini-1974?utm_source=email&utm_medium=newsletterFIFA&utm_campaign=FC1974_2108&referrer=NL_fifa_FC1974_2108_EN

New to FIFA Collect? Sign up today and receive a $5 Welcome Coupon!

FIFA PARTNERS

Copyright © 1994-2025 FIFA. All rights reserved.Federation Internationale de
Football AssociationFIFA-Strasse 20, 8044 Zurich, Switzerland You are receiving
communications from FIFA because you engaged with FIFA or its partners and gave
your informed consent to receive emails. You can

[unsubscribe]
https://asemailmgmteu.com/api/channels/email/unsubscribe?app_key=UJWOw9v1QM6tcD2GT7scIA&channel_id=qk0P6IJDRCuvpzCob6bYLQ&push_id=191b0010-7e87-11f0-b8bc-000000a1ace8&message_type=commercial&campaigns=Collect&campaigns=General+-+FC+Overview+2108&campaigns=FIFA+Collect+%7C+General+-+FC+Overview+2108+%7C+EN+%7C+210825+%7C+Email&redirect=https%3A%2F%2Fasemailmgmteu.com%2Funsubscribe%2Fsuccess.html

to emails from

[noreply@mailing.fifa.com]
mailto:noreply@mailing.fifa.com?subject=Unsubscribe

if you would prefer not to be contacted in the future. For more information
concerning the use of your personal data, please consult

[FIFA’s Data Protection
Portal.]
https://inside.fifa.com/data-protection-portal

[Terms of Service]
https://inside.fifa.com/en/terms-of-service",1974
127,"Your Seat at the World Stage

It’s time to secure your FIFA World Cup 26™ tickets, through the Right-To-Buys
(RTB) that you can find on FIFA Collect.

Demand for FIFA World Cup 26™ tickets is unprecedented. With the Right-To-Buy
(RTB), you can secure your FIFA World Cup 26™ tickets from a dedicated
allocation—removing uncertainty and giving you confidence, knowing you have a
secure place at football’s biggest stage.

This is your clear, direct route to the action. Plan your journey with
assurance, and experience the unforgettable moments that will define the FIFA
World Cup 26™

[SECURE YOUR RTB]
https://collect.fifa.com/drops?utm_source=email&utm_medium=newsletterFIFA&utm_campaign=RTBs_1709&referrer=NL_fifa_RTBs_1709_EN

Copyright © 1994-2025 FIFA. All rights reserved.Federation Internationale de
Football AssociationFIFA-Strasse 20, 8044 Zurich, Switzerland You are receiving
communications from FIFA because you engaged with FIFA or its partners and gave
your informed consent to receive emails. You can

[unsubscribe]
https://asemailmgmteu.com/api/channels/email/unsubscribe?app_key=UJWOw9v1QM6tcD2GT7scIA&channel_id=qk0P6IJDRCuvpzCob6bYLQ&push_id=aba8d310-93bf-11f0-8eb0-00000a1ace63&message_type=commercial&campaigns=Collect&campaigns=RTB+3&campaigns=FIFA+Collect+%7C+RTB+3+%7C+EN+%7C+170925+%7C+Email+%7C+General+%7C+Final&redirect=https%3A%2F%2Fasemailmgmteu.com%2Funsubscribe%2Fsuccess.html

to emails from

[noreply@mailing.fifa.com]
mailto:noreply@mailing.fifa.com?subject=Unsubscribe

if you would prefer not to be contacted in the future. For more information
concerning the use of your personal data, please consult

[FIFA’s Data Protection
Portal.]
https://inside.fifa.com/data-protection-portal

[Terms of Service]
https://inside.fifa.com/en/terms-of-service",1822
128,"FIFA Rivals Is Live — Start Now!

Early players get the most rewards!

Jump into FIFA Rivals, the ultimate arcade-style football game.

Build your squad, unlock legendary players, and score.

Early players gain more, set your legacy in motion today!

[DOWNLOAD & PLAY NOW]
https://fifarivals.sng.link/Dvwkn/yfowj/iqep?&cid=(p_email)(c_fcwc)(sc_fcwc25-fantasy)(ssc_fcwc-2025)(l_en)(da_020725)

Copyright © 1994-2025 FIFA. All rights reserved.Federation Internationale de
Football AssociationFIFA-Strasse 20, 8044 Zurich, Switzerland You are receiving
communications from FIFA because you engaged with FIFA or its partners and gave
your informed consent to receive emails. You can

[unsubscribe]
https://asemailmgmteu.com/api/channels/email/unsubscribe?app_key=UJWOw9v1QM6tcD2GT7scIA&channel_id=qk0P6IJDRCuvpzCob6bYLQ&push_id=0d9695c0-5753-11f0-a6e0-0000a1aceb6c&message_type=commercial&campaigns=FCWC&campaigns=Rivals+2&redirect=https%3A%2F%2Fasemailmgmteu.com%2Funsubscribe%2Fsuccess.html

to emails from

[noreply@mailing.fifa.com]
mailto:noreply@mailing.fifa.com?subject=Unsubscribe

if you would prefer not to be contacted in the future. . For more information
concerning the use of your personal data, please consult

[FIFA’s Data Protection
Portal.]
https://inside.fifa.com/data-protection-portal

[Terms of Service]
https://www.fifa.com/en/terms-of-service",1396
129,"Breaking news: Ozzy Osbourne dies at 76 
 The Black Sabbath lead singer helped invent heavy metal before becoming a reality TV star. View in browser | nytimes.com July 22, 2025 BREAKING NEWS Chad Batka for The New York Times Ozzy Osbourne, ‘Prince of Darkness’ Turned Reality TV Star, Dies at 76 As the lead singer of Black Sabbath, he helped invent heavy metal. On “The Osbournes,” he presented a comedic counterpoint to his rock ’n’ roll infamy. Read more If you received this newsletter from someone else, subscribe here . Need help? Review our newsletter help page or contact us for assistance. You received this message because you signed up for updates from The New York Times. To stop receiving From The Times, unsubscribe . To opt out of other promotional emails from The Times, including those regarding The Athletic, manage your email settings . Subscribe to The Times Get The New York Times app Connect with us on: Change Your Email Privacy Policy Contact Us California Notices The New York Times Company. 620 Eighth Avenue New York, NY 10018",1053
130,"Resubscribe for expert coverage from culture to cooking, product reviews, sports and more with our best offer on The Times.

-----------------------------------------------------------------

-- The New York Times --

-----------------------------------------------------------------

The New York Times | The Sale Ends Soon | Resubscribe Now >

-----------------------------------------------------------------

Click here to view email with images:
 https://e.newyorktimes.com/pub/sf/FormLink?_ri_=X0Gzc2X%3DAQjkPkSUAQGv6RzbqzfEjvpiC60wIOCzcfGvOLsM0JnPIO8NT6zg2Pzbtd88RzczgsghzgsfVXMtX%3DAQjkPkSUAQGwfFuzeXuzb2vzezbgchOibuMhFItmXFAzcBJB6dvELw0Kj31Hy4hyPWdGR&_ei_=EUlaGGF4SNMvxFF7KucKuWPBgZPBfQ03D2wVzXSMbTu-WVDKbJi8ALIacRR1WANhPk4aYwpYKUk.&_di_=8b5b0f69bcqerfkvpv4nksoq4k9p5ojt70ridsff0h4432jcev00Jg%3D%3D 

-----------------------------------------------------------------

This email was sent to Sample@sample.user@example.com

To stop receiving updates and offers from The Times, including those regarding The Athletic, unsubscribe:  https://e.newyorktimes.com/pub/cc?_ri_=X0Gzc2X%3DAQjkPkSUAQGv6RzbqzfEjvpiC60wIOCzcfGvOLsM0JnPIO8NT6zg2Pzbtd88RzczgsghzgsfVXtpKX%3DYDUSAAY&_ei_=EW2tf9zs59idfPO1Sc_9BbmhsK9RL4sHM8NTfkAoGJjHFhgJV80C9d43MHT5lis8_Gmjm1u6Io1kpNGQg70-Rw.&_di_=pfus27a3b5us8bbuhratpb680db3o1ir966ge9vk64rt133fattgJg%3D%3D 

To opt out of newsletters and other promotional emails from The Times, manage your email settings: https://www.nytimes.com/newsletters/manage?token=

Account Login: https://myaccount.nytimes.com

Help Center: https://help.nytimes.com/hc/en-us

Terms of Service: https://www.nytimes.com/TOU

Privacy Policy: https://help.nytimes.com/hc/en-us/articles/10940941449492

California Notices: https://help.nytimes.com/hc/en-us/articles/10940941449492#california-notice




(c)2025 The New York Times Company | 620 Eighth Avenue, New York, NY, 10018
",1917
131,"Discount expiring soon!
BIRD

****************************
25% off your ride ends soon!
****************************

Still haven’t taken that ride? Your exclusive 25% off savings
is about to expire.

Take a ride this week to take advantage of the deal!
RIDE NOW ( http://ablink.ride.bird.co/ls/click?upn=u001.dzlQGg1cwQbsrCwQQkbxcrBoRKcXDtD75H7exEMtGV-2F27DziER-2BLLH6nvwIV2Y4jH8MW_Tt7NFxoFkveya202h9tG05Zj94-2FtKFBMsBq8LeTddgZExWORM-2BDQ-2BQyGX6G1-2BZbtSf5JwapZA3Zmkp-2BfkKBNaewQydgRWEobI4-2FY46le67dIhP9sRGUjZNmIw8DCVnZb5AloVa-2F0rXAPhfrdVVCIrKLJFvVz6Lo4llqxaSB4awsWK5trAtPcbnXI3-2FIcDyf63l5SBEb3ZMCmNHw43mOOxlW1btXYohIiJPvlM-2B9P-2FosZ05oXRmuKi-2BNa5aNpsbg6NmOyIzFQ2PDr8Tu8UGR0ju9vvW4Bm8jvVBXhn6kQ0S3dSqYTpGRG-2FSaofo4-2FIfghEgvPlDA7BiOyIPohju-2FTWrG9NEK96OxF5wOtfGm9XzYI87v-2BZnfsGBSUldn2t9fGmf0shkt-2FC8ZW2kDRkwJ6u8lqGFq8JHNIU2N41nLeFgHGPeEiQiE2VgOqKsrVgKFnEQLQBE-2B5tf0P2ISXS-2FJADRt9yuDmJKPE8-2FtJOKVfVtaj6sy2uC8CFO-2BiV5TkS-2F5rUUMWM-2F-2BQJt-2FJ69kAUpsmb-2FpqviVA2bdc2qWHBQdbQedEwVYaCPksj28RKs4qIFZgBUscES6jKol-2FGY7kVTpv4v9mryJabSWsSaSscThibR-2Fq4oH-2B4ZBXpsewSAK2jf24ECJKpawCdDUHlkKbmLeiVJBI60zzKQEdJ43zEDf46d3qbp0SA6WyCaZTyJ6VmBlolntnDljpj6AlSF0k9vcY-2Fw-3D-3D )
25% off is applied at ride end. Expires in 7 days!

Instagram ( http://ablink.ride.bird.co/ls/click?upn=u001.dzlQGg1cwQbsrCwQQkbxcqkXvgmgepHUt-2F2KHT-2BGeBDFAoypH3LIvP39-2B8SytZVBgfQz_Tt7NFxoFkveya202h9tG05Zj94-2FtKFBMsBq8LeTddgZExWORM-2BDQ-2BQyGX6G1-2BZbtSf5JwapZA3Zmkp-2BfkKBNaewQydgRWEobI4-2FY46le67dIhP9sRGUjZNmIw8DCVnZb5AloVa-2F0rXAPhfrdVVCIrKLJFvVz6Lo4llqxaSB4awsWK5trAtPcbnXI3-2FIcDyf63l5SBEb3ZMCmNHw43mOOxlW1btXYohIiJPvlM-2B9P-2FosZ05oXRmuKi-2BNa5aNpsbg6NmOyIzFQ2PDr8Tu8UGR0ju9vvW4Bm8jvVBXhn6kQ0S3dSqYTpGRG-2FSaofo4-2FIfghEgvPlDA7BiOyIPohju-2FTWrG9NEK96OxF5wOtfGm9XzYI87v-2BZnfsGBSUldn2t9fGmf0shkt-2FC8ZW2kDRkwJ6u8lqGFq8JHNIU2N41nLeFgHGPeEiQiE2VgOqKsrVgKFnEQLQBE-2B5tf0P2ISXS-2FJADRt9yuDmJKPE8-2FtJOKVfVtaj6sy2uC8CFO-2BiV5TkS-2F5rUUMWM-2F-2BQJt-2FJ69kAUpsmb-2FpqviVA2bdc2qWHBQdbQedEwVYaCPksj28RKs4qIFZg",2000
132,"Save up to 40% off on groceries, convenience, beauty, and more!
This module is only visible to DoorDash FTEs and CWs. See an
issue with this email? Share your feedback → 
( https://trackbz.doordash.com/f/a/u8TgTb6QmOfxPeyZX7YSgA~~/AAQRxRA~/_biW50lhbRi9mjZ31ErfdY_NsessdTjHbv5geKWjq9TfncuaDR0WOoFu_yQwq7vDDKKdREwn-Xo2oNHPXAJIpm86YiweZeMalK8sTyhx2_bwYudZZfhEdxGCG57x-bobtpVzGGr6Z39HNcydK42NkLaBx-LTQH5IYWV3h4VoVLIf5XHXVvpIfZQL6obDQz-jhuEir60JSGe8S8YWFbkKud9RZYvWc9DlLtb2c2RJHAS7bfksK-TDaO3jftYxPiKEV8gBbGcc_EIFJajcGVjuBe-1Yqpmt2MqhSFbxv7OL8cbd3j6S7_1DuchfHRpcur8AhF26DrxYzjguApyuQ6njbrdC0CEy_L5XovNnc0oYO8~ )


͏ ‌ ­ ͏ ‌ ­ ͏ ‌ ­ ͏ ‌ ­ ͏ ‌ ­ ͏ ‌ ­ ͏ ‌ ­ ͏ ‌
­ ͏ ‌ ­ ͏ ‌ ­ ͏ ‌ ­ ͏ ‌ ­ ͏ ‌ ­ ͏ ‌ ­ ͏ ‌ ­ ͏ ‌ ­
͏ ‌ ­ ͏ ‌ ­ ͏ ‌ ­ ͏ ‌ ­ ͏ ‌ ­ ͏ ‌ ­ ͏ ‌ ­ ͏ ‌ ­ ͏
‌ ­ ͏ ‌ ­ ͏ ‌ ­ ͏ ‌ ­ ͏ ‌ ­ ͏ ‌ ­ ͏ ‌ ­ ͏ ‌ ­ ͏ ‌
­ ͏ ‌ ­ ͏ ‌ ­ ͏ ‌ ­ ͏ ‌ ­ ͏ ‌ ­ ͏ ‌ ­ ͏ ‌ ­ ͏ ‌
­ ͏ ‌ ­ ͏ ‌ ­ ͏ ‌ ­ ͏ ‌ ­ ͏ ‌ ­ ͏ ‌ ­ ͏ ‌ ­ ͏ ‌ ­
͏ ‌ ­ ͏ ‌ ­ ͏ ‌ ­ ͏ ‌ ­ ͏ ‌ ­ ͏ ‌ ­ ͏ ‌ ­ ͏ ‌ ­ ͏
‌ ­ ͏ ‌ ­ ͏ ‌ ­ ͏ ‌ ­ ͏ ‌ ­ ͏ ‌ ­ ͏ ‌ ­ ͏ ‌ ­ ͏ ‌
­ ͏ ‌ ­ ͏ ‌ ­ ͏ ‌ ­ ͏ ‌ ­ ͏ ‌ ­ ͏ ‌ ­ ͏ ‌ ­ ͏ ‌
­ ͏ ‌ ­ ͏ ‌ ­ ͏ ‌ ­ ͏ ‌ ­ ͏ ‌ ­ ͏ ‌ ­ ͏ ‌ ­ ͏ ‌ ­
͏ ‌ ­ ͏ ‌ ­ ͏ ‌ ­ ͏ ‌ ­ ͏ ‌ ­ ͏ ‌ ­ ͏ ‌ ­ ͏ ‌ ­
 (
 )         SNACKS 
( https://trackbz.doordash.com/f/a/GOmo4KVYRHJdsd0WGXEVww~~/AAQRxRA~/9q3rVFpL1Pq-clsDntWQJcBK4a4QsmJBdHwpVeO_uqYaMSfpo--6UvI1R-PaRVsQYjtfGNJeylZl1MTkeAIvvjQN0MI6gcTetHeouHdEYUbCZY9xLvfzKfFjzMylZeI9fRJ_EIANXo2-x0w2Py7j9U0LVNg_l7DEQfqfSf4LINMyyX1h-pycCWgOkmC3VIOMggcx2_glldHeMOpCtf43qfoPFvYd2jofl4xRYsTtNol1S4wheVbbripg2fMi5DJcZrMviEX2uvck7KlwbuwPwGOM_7A2SrKsVrmuelEqaZweEARPqXEvjASMt4OIMhOvuyrSVRz0GrktBdK3o22gzHjEDzByAtxT_5bcfwUSt0iMyPKztttYqRS1HwC3NJYM5bm_MlabvQ0DrsVY3WJOYWDnOme7cuFjVMcD833gCwvzAkAoW0sbzBhRoZ8J-xqTzUmRFvMvdf8Fyw0DTOBlLpoQAywGhrJvR6EXhe1ZX6zivkGkaTICQoYNtRQHqqZUXjLt1kLJWhiV4mJUoWwzv3JTihaywHn22eZIHKkYXZ_qf32MH0RmQ1N2gXua7GdHHN6rVEPhsgJFuslfzDt4NYO2MjRN5aiWBy2jDRVHVVcHL1lUQxUvKy2lDCrqPSXf )


|

ESSENTIALS 
( https://trackbz.doordash.com/f/a/dsYqyzdPaRZ-sASYXdnXsw~~/AAQRxRA~/5-VJzgh1rce1XiQZMsWFkdCslNSXDzF",2000
133,"The best advice I’ve ever heard for how to be happy 
 Our reporter spent years interviewing experts. These tips have stuck with her. View in browser | nytimes.com May 25, 2025 A health and wellness reporter for The Times found that her interviews with experts over the years have contained surprising kernels of advice on how to live a good, fulfilling life. Maurizio Cattelan and Pierpaolo Ferrari Here’s a collection of her best tips on how to be happy. → Sign up for The New York Times Magazine newsletter. Get the best of each issue with cover stories, long reads and columns like Talk, Diagnosis and Eat. Get it in your inbox If you received this newsletter from someone else, subscribe here . Need help? Review our newsletter help page or contact us for assistance. You received this message because you signed up for updates from The New York Times. To stop receiving >From The Times, unsubscribe . To opt out of other promotional emails from The Times, including those regarding The Athletic, manage your email settings . Subscribe to The Times Get The New York Times app Connect with us on: Change Your Email Privacy Policy Contact Us California Notices The New York Times Company. 620 Eighth Avenue New York, NY 10018",1227
134,"Be Part of Football History

Secure your FIFA World Cup 26™ access and get FIFA Club World Cup 2025™ tickets
before kick-off this Sunday!

Unlock the ultimate football journey: from digital collectibles to live
tournament tickets!

Join thousands securing early World Cup 26™ access with unique 🎟️ Right-To-Buy
(RTB) opportunities – and receive 🎫 Club World Cup 2025™ tickets as a bonus,
only on FIFA Collect.

Right now, find City Glory packs, the Miami Opening Glories, and the Panini
Mexico 1970 tribute—all pathways to the upcoming tournaments.

Collections are selling out fast—Don't miss out! ⚡

Join today and obtain your place at football's greatest moments.

[GET YOUR PACKS NOW]
https://collect.fifa.com/drops?utm_source=email&utm_medium=newsletterFIFA&utm_campaign=FC_Overview&referrer=NL_fifa_FC_Overview_EN

FIFA PARTNERS

Copyright © 1994-2025 FIFA. All rights reserved.Federation Internationale de
Football AssociationFIFA-Strasse 20, 8044 Zurich, Switzerland You are receiving
communications from FIFA because you engaged with FIFA or its partners and gave
your informed consent to receive emails. You can

[unsubscribe]
https://asemailmgmteu.com/api/channels/email/unsubscribe?app_key=UJWOw9v1QM6tcD2GT7scIA&channel_id=qk0P6IJDRCuvpzCob6bYLQ&push_id=30ee63e0-47a9-11f0-a88c-000000a1ace2&message_type=commercial&campaigns=Collect&campaigns=CWC+Drop+1&campaigns=FIFA+Collect+%7C+General+%7C+CWC+Drop+1+%7C+EN+%7C+120625+%7C+Email+%7C+Test&redirect=https%3A%2F%2Fasemailmgmteu.com%2Funsubscribe%2Fsuccess.html

to emails from

[noreply@mailing.fifa.com]
mailto:noreply@mailing.fifa.com?subject=Unsubscribe

if you would prefer not to be contacted in the future. For more information
concerning the use of your personal data, please consult

[FIFA’s Data Protection
Portal.]
https://inside.fifa.com/data-protection-portal

[Terms of Service]
https://www.fifa.com/en/terms-of-service",1940
135,"Our best offer is going fast. Resubscribe now and enjoy a full year of savings on everything we offer: News, recipes, workouts, puzzles, product reviews and more.

-----------------------------------------------------------------

-- The New York Times --

-----------------------------------------------------------------

The New York Times | Sale Ends Tomorrow | Resubscribe Now >

-----------------------------------------------------------------

Click here to view email with images:
 https://e.newyorktimes.com/pub/sf/FormLink?_ri_=X0Gzc2X%3DAQjkPkSUAQGzazeK2uqTYJMzgCNNaOK3zdl25FzfmyWKzagYTDGT9tLtzc3ppzdBzcw3mu0XfVXMtX%3DAQjkPkSUAQG4EzfmFmaSkgWjgkN1nlrENCIS783aAh7fKJC3RGrbIzei4dzcCzfg4Xkn&_ei_=EUlaGGF4SNMvxFF7KucKuWPBgZPBfQ03D2wVzXSMbTu-WVDKbJi8ALIacRR1WANhPk4aYwpYKUk.&_di_=np1ue2se7v1td2i12qjv5sevct8vbd48raupf76i0g0lrnupgi80Jg%3D%3D 

-----------------------------------------------------------------

This email was sent to Sample@sample.user@example.com

To stop receiving updates and offers from The Times, including those regarding The Athletic, unsubscribe:  https://e.newyorktimes.com/pub/cc?_ri_=X0Gzc2X%3DAQjkPkSUAQGzazeK2uqTYJMzgCNNaOK3zdl25FzfmyWKzagYTDGT9tLtzc3ppzdBzcw3mu0XfVXtpKX%3DYCWADTY&_ei_=EW2tf9zs59idfPO1Sc_9BbmhsK9RL4sHM8NTfkAoGJjHFhgJV80C9d43MHT5lis8_Gmjm1u6Io1kpNGQg70-Rw.&_di_=11dijbpjv2oq5du26g9v3ncdvb38ckc6n245635fbvot6u3tppg0Jg%3D%3D 

To opt out of newsletters and other promotional emails from The Times, manage your email settings: https://www.nytimes.com/newsletters/manage?token=

Account Login: https://myaccount.nytimes.com

Help Center: https://help.nytimes.com/hc/en-us

Terms of Service: https://www.nytimes.com/TOU

Privacy Policy: https://help.nytimes.com/hc/en-us/articles/10940941449492

California Notices: https://help.nytimes.com/hc/en-us/articles/10940941449492#california-notice




(c)2025 The New York Times Company | 620 Eighth Avenue, New York, NY, 10018
",1957
136,"Iconic clubs and global superstars gear up

Group G of the FIFA Club World Cup is stacked with champions from across the
footballing world and it’s ready to deliver fireworks.

2023 UEFA Champions League winners

[Manchester City]
https://www.fifa.com/en/tournaments/mens/club-world-cup/usa-2025/articles/manchester-city-club-profile-history-players-qualified?&amp;cid=(p_email)(c_fcwc)(sc_fifacom-editorial-promo)(ssc_fcwc-2025)(l_en)(da_260525)

make their tournament debut, bringing Premier League power and star-studded
squad to the global stage. Standing in their way?

[Wydad AC]
https://www.fifa.com/en/tournaments/mens/club-world-cup/usa-2025/articles/wydad-club-profile-history-players-qualified?&amp;cid=(p_email)(c_fcwc)(sc_fifacom-editorial-promo)(ssc_fcwc-2025)(l_en)(da_260525)

, proud champions of Africa with a passionate Moroccan fanbase and a rich
continental pedigree.

They’re joined by

[Al Ain FC]
https://www.fifa.com/en/tournaments/mens/club-world-cup/usa-2025/articles/al-ain-club-profile-history-players-qualified?&amp;cid=(p_email)(c_fcwc)(sc_fifacom-editorial-promo)(ssc_fcwc-2025)(l_en)(da_260525)

, fresh from their stunning 2024 AFC Champions League triumph, ready to make UAE
football history – and

[Juventus FC]
https://www.fifa.com/en/tournaments/mens/club-world-cup/usa-2025/articles/juventus-club-profile-history-players-qualified?&amp;cid=(p_email)(c_fcwc)(sc_fifacom-editorial-promo)(ssc_fcwc-2025)(l_en)(da_260525)

, the legendary Italian giants chasing another celebration of dominance, with 36
Serie A titles and two European crowns already in their trophy case.

[Book your seat]
https://www.fifa.com/tournaments/mens/club-world-cup/usa-2025/tickets?&cid=(p_email)(c_fcwc)(sc_fcwc25-ticketing)(ssc_fcwc-2025)(l_en)(da_260525)

THE CLUBS

Discover how they qualified, their history and more.

Manchester City

Wydad AC

Al Ain FC

Juventus FC

[Get tickets here]
https://www.fifa.com/tournaments/mens/club-",2000
